"","term","gene"
"2059","Genes enriched in aberrant stem cell-like cluster","HSPE1-MOB4"
"2060","Genes enriched in aberrant stem cell-like cluster","MOB4"
"2061","Genes enriched in aberrant stem cell-like cluster","CAPNS1"
"2062","Genes enriched in aberrant stem cell-like cluster","HNRNPA1"
"2063","Genes enriched in aberrant stem cell-like cluster","PA2G4"
"2064","Genes enriched in aberrant stem cell-like cluster","TSG101"
"2065","Genes enriched in aberrant stem cell-like cluster","HMGCR"
"2066","Genes enriched in aberrant stem cell-like cluster","BOLA2"
"2067","Genes enriched in aberrant stem cell-like cluster","MBD3"
"2068","Genes enriched in aberrant stem cell-like cluster","RPS23"
"2069","Genes enriched in aberrant stem cell-like cluster","STMN1"
"2070","Genes enriched in aberrant stem cell-like cluster","BTF3"
"2071","Genes enriched in aberrant stem cell-like cluster","F11R"
"2072","Genes enriched in aberrant stem cell-like cluster","CKS1B"
"2073","Genes enriched in aberrant stem cell-like cluster","ARL6IP4"
"2074","Genes enriched in aberrant stem cell-like cluster","ATOX1"
"2075","Genes enriched in aberrant stem cell-like cluster","RPL19"
"2076","Genes enriched in aberrant stem cell-like cluster","KRT23"
"2077","Genes enriched in aberrant stem cell-like cluster","CIRBP"
"2078","Genes enriched in aberrant stem cell-like cluster","FXYD3"
"2079","Genes enriched in aberrant stem cell-like cluster","RPSAP58"
"2080","Genes enriched in aberrant stem cell-like cluster","RPSA"
"2081","Genes enriched in aberrant stem cell-like cluster","NENF"
"2082","Genes enriched in aberrant stem cell-like cluster","RPL4"
"2083","Genes enriched in aberrant stem cell-like cluster","EIF2AK2"
"2084","Genes enriched in aberrant stem cell-like cluster","PSMC3"
"2085","Genes enriched in aberrant stem cell-like cluster","CYTH2"
"2086","Genes enriched in aberrant stem cell-like cluster","SMARCA4"
"2087","Genes enriched in aberrant stem cell-like cluster","PSMD4"
"2088","Genes enriched in aberrant stem cell-like cluster","ITGA6"
"2089","Genes enriched in aberrant stem cell-like cluster","GSTM3"
"2090","Genes enriched in aberrant stem cell-like cluster","HNRNPU"
"2091","Genes enriched in aberrant stem cell-like cluster","VPS72"
"2092","Genes enriched in aberrant stem cell-like cluster","RPL23A"
"2093","Genes enriched in aberrant stem cell-like cluster","PABPC1"
"2094","Genes enriched in aberrant stem cell-like cluster","NHP2"
"2095","Genes enriched in aberrant stem cell-like cluster","CTXN1"
"2096","Genes enriched in aberrant stem cell-like cluster","SF3B4"
"2097","Genes enriched in aberrant stem cell-like cluster","RPS9"
"2098","Genes enriched in aberrant stem cell-like cluster","ID3"
"2099","Genes enriched in aberrant stem cell-like cluster","FBL"
"2100","Genes enriched in aberrant stem cell-like cluster","RPL6"
"2101","Genes enriched in aberrant stem cell-like cluster","CCND1"
"2102","Genes enriched in aberrant stem cell-like cluster","AXIN2"
"2103","Genes enriched in aberrant stem cell-like cluster","TOMM20"
"2104","Genes enriched in aberrant stem cell-like cluster","LYAR"
"2105","Genes enriched in aberrant stem cell-like cluster","NME4"
"2106","Genes enriched in aberrant stem cell-like cluster","SDHAF1"
"2107","Genes enriched in aberrant stem cell-like cluster","SHISA5"
"2108","Genes enriched in aberrant stem cell-like cluster","RNF213"
"2109","Genes enriched in aberrant stem cell-like cluster","CD74"
"2110","Genes enriched in aberrant stem cell-like cluster","PRMT1"
"2111","Genes enriched in aberrant stem cell-like cluster","PSMC4"
"2112","Genes enriched in aberrant stem cell-like cluster","SRM"
"2113","Genes enriched in aberrant stem cell-like cluster","ANP32D"
"2114","Genes enriched in aberrant stem cell-like cluster","EIF3E"
"2115","Genes enriched in aberrant stem cell-like cluster","HLA-DQB1"
"2116","Genes enriched in aberrant stem cell-like cluster","ID2"
"2117","Genes enriched in aberrant stem cell-like cluster","CHD9"
"2118","Genes enriched in aberrant stem cell-like cluster","TMEM234"
"2119","Genes enriched in aberrant stem cell-like cluster","OAS1"
"2120","Genes enriched in aberrant stem cell-like cluster","ALYREF"
"2121","Genes enriched in aberrant stem cell-like cluster","HES6"
"2122","Genes enriched in aberrant stem cell-like cluster","UBA52"
"2123","Genes enriched in aberrant stem cell-like cluster","RPS14"
"2124","Genes enriched in aberrant stem cell-like cluster","NOP16"
"2125","Genes enriched in aberrant stem cell-like cluster","STAT1"
"2126","Genes enriched in aberrant stem cell-like cluster","CD9"
"2127","Genes enriched in aberrant stem cell-like cluster","RPS27"
"2128","Genes enriched in aberrant stem cell-like cluster","NMI"
"2129","Genes enriched in aberrant stem cell-like cluster","NCL"
"2130","Genes enriched in aberrant stem cell-like cluster","KRT18"
"2131","Genes enriched in aberrant stem cell-like cluster","GLMP"
"2132","Genes enriched in aberrant stem cell-like cluster","TRAPPC6A"
"2133","Genes enriched in aberrant stem cell-like cluster","ERH"
"2134","Genes enriched in aberrant stem cell-like cluster","PSMD13"
"2135","Genes enriched in aberrant stem cell-like cluster","BAX"
"2136","Genes enriched in aberrant stem cell-like cluster","MCRIP1"
"2137","Genes enriched in aberrant stem cell-like cluster","NOP58"
"2138","Genes enriched in aberrant stem cell-like cluster","APLP2"
"2139","Genes enriched in aberrant stem cell-like cluster","UBE2S"
"2140","Genes enriched in aberrant stem cell-like cluster","KRTCAP3"
"2141","Genes enriched in aberrant stem cell-like cluster","TMED5"
"2142","Genes enriched in aberrant stem cell-like cluster","RPS13"
"2143","Genes enriched in aberrant stem cell-like cluster","SRRM2"
"2144","Genes enriched in aberrant stem cell-like cluster","TRMT112"
"2145","Genes enriched in aberrant stem cell-like cluster","ACTL6A"
"2146","Genes enriched in aberrant stem cell-like cluster","PRDX2"
"2147","Genes enriched in aberrant stem cell-like cluster","PSMD7"
"2148","Genes enriched in aberrant stem cell-like cluster","RPS26"
"2149","Genes enriched in aberrant stem cell-like cluster","UFC1"
"2150","Genes enriched in aberrant stem cell-like cluster","RNASEH2A"
"2151","Genes enriched in aberrant stem cell-like cluster","TUBA1C"
"2152","Genes enriched in aberrant stem cell-like cluster","EBNA1BP2"
"2153","Genes enriched in aberrant stem cell-like cluster","CD47"
"2154","Genes enriched in aberrant stem cell-like cluster","RPL38"
"2155","Genes enriched in aberrant stem cell-like cluster","NKD1"
"2156","Genes enriched in aberrant stem cell-like cluster","RPL15"
"2157","Genes enriched in aberrant stem cell-like cluster","YWHAE"
"2158","Genes enriched in aberrant stem cell-like cluster","IRGM"
"2159","Genes enriched in aberrant stem cell-like cluster","CEBPZ"
"2160","Genes enriched in aberrant stem cell-like cluster","PSMA6"
"2161","Genes enriched in aberrant stem cell-like cluster","BOLA1"
"2162","Genes enriched in aberrant stem cell-like cluster","ARID4B"
"2163","Genes enriched in aberrant stem cell-like cluster","CD320"
"2164","Genes enriched in aberrant stem cell-like cluster","OTUB1"
"2165","Genes enriched in aberrant stem cell-like cluster","DUOXA2"
"2166","Genes enriched in aberrant stem cell-like cluster","PDLIM7"
"2167","Genes enriched in aberrant stem cell-like cluster","S100A16"
"2168","Genes enriched in aberrant stem cell-like cluster","RPL32"
"2169","Genes enriched in aberrant stem cell-like cluster","DCAKD"
"2170","Genes enriched in aberrant stem cell-like cluster","SNRPF"
"2171","Genes enriched in aberrant stem cell-like cluster","PCBP2"
"2172","Genes enriched in aberrant stem cell-like cluster","PROX1"
"2173","Genes enriched in aberrant stem cell-like cluster","TMEM128"
"2174","Genes enriched in aberrant stem cell-like cluster","TUBA4A"
"2175","Genes enriched in aberrant stem cell-like cluster","EEF2"
"2176","Genes enriched in aberrant stem cell-like cluster","PGLS"
"2177","Genes enriched in aberrant stem cell-like cluster","UBALD2"
"2178","Genes enriched in aberrant stem cell-like cluster","DHPS"
"2179","Genes enriched in aberrant stem cell-like cluster","UBE2I"
"2180","Genes enriched in aberrant stem cell-like cluster","RPS11"
"2181","Genes enriched in aberrant stem cell-like cluster","CNBP"
"2182","Genes enriched in aberrant stem cell-like cluster","RPL26"
"2183","Genes enriched in aberrant stem cell-like cluster","PPP1R2"
"2184","Genes enriched in aberrant stem cell-like cluster","PPP1R2B"
"2185","Genes enriched in aberrant stem cell-like cluster","TBCB"
"2186","Genes enriched in aberrant stem cell-like cluster","SRSF10"
"2187","Genes enriched in aberrant stem cell-like cluster","MRTO4"
"2188","Genes enriched in aberrant stem cell-like cluster","PHLDA1"
"2189","Genes enriched in aberrant stem cell-like cluster","PKM"
"2190","Genes enriched in aberrant stem cell-like cluster","UBXN1"
"2191","Genes enriched in aberrant stem cell-like cluster","EMP2"
"2192","Genes enriched in aberrant stem cell-like cluster","CHD4"
"2193","Genes enriched in aberrant stem cell-like cluster","RPS20"
"2194","Genes enriched in aberrant stem cell-like cluster","PLSCR1"
"2195","Genes enriched in aberrant stem cell-like cluster","PRR15"
"2196","Genes enriched in aberrant stem cell-like cluster","BST2"
"2197","Genes enriched in aberrant stem cell-like cluster","NEDD4"
"2198","Genes enriched in aberrant stem cell-like cluster","TSN"
"2199","Genes enriched in aberrant stem cell-like cluster","ELOC"
"2200","Genes enriched in aberrant stem cell-like cluster","MARCKSL1"
"2201","Genes enriched in aberrant stem cell-like cluster","MAFG"
"2202","Genes enriched in aberrant stem cell-like cluster","RPS25"
"2203","Genes enriched in aberrant stem cell-like cluster","SIN3B"
"2204","Genes enriched in aberrant stem cell-like cluster","FDPS"
"2205","Genes enriched in aberrant stem cell-like cluster","RPS28"
"2206","Genes enriched in aberrant stem cell-like cluster","SRSF11"
"2207","Genes enriched in aberrant stem cell-like cluster","CCDC12"
"2208","Genes enriched in aberrant stem cell-like cluster","QTRT1"
"2209","Genes enriched in aberrant stem cell-like cluster","MVB12A"
"2210","Genes enriched in aberrant stem cell-like cluster","RPS8"
"2211","Genes enriched in aberrant stem cell-like cluster","SDF4"
"2212","Genes enriched in aberrant stem cell-like cluster","ISG15"
"2213","Genes enriched in aberrant stem cell-like cluster","DDX5"
"2214","Genes enriched in aberrant stem cell-like cluster","RNH1"
"2215","Genes enriched in aberrant stem cell-like cluster","RPL27A"
"2216","Genes enriched in aberrant stem cell-like cluster","LSM4"
"2217","Genes enriched in aberrant stem cell-like cluster","PTOV1"
"2218","Genes enriched in aberrant stem cell-like cluster","RPL8"
"2219","Genes enriched in aberrant stem cell-like cluster","PSMA5"
"2220","Genes enriched in aberrant stem cell-like cluster","CLDN4"
"2221","Genes enriched in aberrant stem cell-like cluster","MAT2A"
"2222","Genes enriched in aberrant stem cell-like cluster","NSA2"
"2223","Genes enriched in aberrant stem cell-like cluster","RTF1"
"2224","Genes enriched in aberrant stem cell-like cluster","RTP4"
"2225","Genes enriched in aberrant stem cell-like cluster","RPS6"
"2226","Genes enriched in aberrant stem cell-like cluster","NACA"
"2227","Genes enriched in aberrant stem cell-like cluster","RBBP4"
"2228","Genes enriched in aberrant stem cell-like cluster","BAZ1A"
"2229","Genes enriched in aberrant stem cell-like cluster","CD44"
"2230","Genes enriched in aberrant stem cell-like cluster","TXNDC9"
"2231","Genes enriched in aberrant stem cell-like cluster","SARS1"
"2232","Genes enriched in stem/TA cells cluster","SDC4"
"2233","Genes enriched in stem/TA cells cluster","RPS4X"
"2234","Genes enriched in stem/TA cells cluster","PSMG2"
"2235","Genes enriched in stem/TA cells cluster","OLFM4"
"2236","Genes enriched in stem/TA cells cluster","NDUFV2"
"2237","Genes enriched in stem/TA cells cluster","FKBP3"
"2238","Genes enriched in stem/TA cells cluster","GRPEL1"
"2239","Genes enriched in stem/TA cells cluster","RPL3"
"2240","Genes enriched in stem/TA cells cluster","RALY"
"2241","Genes enriched in stem/TA cells cluster","U2AF1"
"2242","Genes enriched in stem/TA cells cluster","GLRX5"
"2243","Genes enriched in stem/TA cells cluster","SMIM11A"
"2244","Genes enriched in stem/TA cells cluster","LGALS2"
"2245","Genes enriched in stem/TA cells cluster","TXNL1"
"2246","Genes enriched in stem/TA cells cluster","HMGB3"
"2247","Genes enriched in stem/TA cells cluster","QDPR"
"2248","Genes enriched in stem/TA cells cluster","HSPH1"
"2249","Genes enriched in stem/TA cells cluster","DNAJC15"
"2250","Genes enriched in stem/TA cells cluster","HOPX"
"2251","Genes enriched in stem/TA cells cluster","FUNDC2"
"2252","Genes enriched in stem/TA cells cluster","RTRAF"
"2253","Genes enriched in stem/TA cells cluster","IMPA2"
"2254","Genes enriched in stem/TA cells cluster","ATP5F1C"
"2255","Genes enriched in stem/TA cells cluster","OTC"
"2256","Genes enriched in stem/TA cells cluster","IDH3B"
"2257","Genes enriched in stem/TA cells cluster","RPS21"
"2258","Genes enriched in stem/TA cells cluster","PRDX3"
"2259","Genes enriched in stem/TA cells cluster","CKS2"
"2260","Genes enriched in stem/TA cells cluster","RANBP1"
"2261","Genes enriched in stem/TA cells cluster","SMC2"
"2262","Genes enriched in stem/TA cells cluster","MARCKS"
"2263","Genes enriched in stem/TA cells cluster","OAT"
"2264","Genes enriched in stem/TA cells cluster","EMC6"
"2265","Genes enriched in stem/TA cells cluster","CCNB2"
"2266","Genes enriched in stem/TA cells cluster","PKIG"
"2267","Genes enriched in stem/TA cells cluster","SMC1A"
"2268","Genes enriched in stem/TA cells cluster","MRPL45"
"2269","Genes enriched in stem/TA cells cluster","RPS3A"
"2270","Genes enriched in stem/TA cells cluster","ABRACL"
"2271","Genes enriched in stem/TA cells cluster","PLP2"
"2272","Genes enriched in stem/TA cells cluster","TIMM8A"
"2273","Genes enriched in stem/TA cells cluster","RBBP7"
"2274","Genes enriched in stem/TA cells cluster","PSMA4"
"2275","Genes enriched in stem/TA cells cluster","RPL36A"
"2276","Genes enriched in stem/TA cells cluster","LSM5"
"2277","Genes enriched in stem/TA cells cluster","HSP90AA1"
"2278","Genes enriched in stem/TA cells cluster","SNU13"
"2279","Genes enriched in stem/TA cells cluster","ESCO2"
"2280","Genes enriched in stem/TA cells cluster","MKI67"
"2281","Genes enriched in stem/TA cells cluster","SIVA1"
"2282","Genes enriched in stem/TA cells cluster","EEF1G"
"2283","Genes enriched in stem/TA cells cluster","SRSF3"
"2284","Genes enriched in stem/TA cells cluster","RPA3"
"2285","Genes enriched in stem/TA cells cluster","DHRS4"
"2286","Genes enriched in stem/TA cells cluster","SNRPD3"
"2287","Genes enriched in stem/TA cells cluster","RPL39"
"2288","Genes enriched in stem/TA cells cluster","RPL12"
"2289","Genes enriched in stem/TA cells cluster","TOMM22"
"2290","Genes enriched in stem/TA cells cluster","PDLIM1"
"2291","Genes enriched in stem/TA cells cluster","TYMS"
"2292","Genes enriched in stem/TA cells cluster","PPP1R1B"
"2293","Genes enriched in stem/TA cells cluster","MRPL36"
"2294","Genes enriched in stem/TA cells cluster","SNRPD1"
"2295","Genes enriched in stem/TA cells cluster","NDUFS8"
"2296","Genes enriched in stem/TA cells cluster","RSL1D1"
"2297","Genes enriched in stem/TA cells cluster","PHF5A"
"2298","Genes enriched in stem/TA cells cluster","RPS29"
"2299","Genes enriched in stem/TA cells cluster","DEK"
"2300","Genes enriched in stem/TA cells cluster","AQP4"
"2301","Genes enriched in stem/TA cells cluster","RPL23"
"2302","Genes enriched in stem/TA cells cluster","PCNA"
"2303","Genes enriched in stem/TA cells cluster","PGP"
"2304","Genes enriched in stem/TA cells cluster","TPX2"
"2305","Genes enriched in stem/TA cells cluster","ANP32A"
"2306","Genes enriched in stem/TA cells cluster","U2AF1L5"
"2307","Genes enriched in stem/TA cells cluster","RPL35"
"2308","Genes enriched in stem/TA cells cluster","ATP5PF"
"2309","Genes enriched in stem/TA cells cluster","RFLNB"
"2310","Genes enriched in stem/TA cells cluster","PPIL1"
"2311","Genes enriched in stem/TA cells cluster","CHCHD10"
"2312","Genes enriched in stem/TA cells cluster","SMIM11B"
"2313","Genes enriched in stem/TA cells cluster","EIF3M"
"2314","Genes enriched in stem/TA cells cluster","MRPS31"
"2315","Genes enriched in stem/TA cells cluster","TFAM"
"2316","Genes enriched in stem/TA cells cluster","C1QBP"
"2317","Genes enriched in stem/TA cells cluster","ANP32B"
"2318","Genes enriched in stem/TA cells cluster","RPS27L"
"2319","Genes enriched in stem/TA cells cluster","NDUFA4"
"2320","Genes enriched in stem/TA cells cluster","TPT1"
"2321","Genes enriched in stem/TA cells cluster","HSP90AB1"
"2322","Genes enriched in stem/TA cells cluster","FKBP4"
"2323","Genes enriched in stem/TA cells cluster","UCHL3"
"2324","Genes enriched in stem/TA cells cluster","MGST1"
"2325","Genes enriched in stem/TA cells cluster","FAM98B"
"2326","Genes enriched in stem/TA cells cluster","UBE2C"
"2327","Genes enriched in stem/TA cells cluster","SMCO4"
"2328","Genes enriched in stem/TA cells cluster","APEX1"
"2329","Genes enriched in stem/TA cells cluster","MRPS17"
"2330","Genes enriched in stem/TA cells cluster","NDUFA9"
"2331","Genes enriched in stem/TA cells cluster","MCRIP2"
"2332","Genes enriched in stem/TA cells cluster","RPS24"
"2333","Genes enriched in stem/TA cells cluster","NDUFA5"
"2334","Genes enriched in stem/TA cells cluster","TIMM9"
"2335","Genes enriched in stem/TA cells cluster","RPL31"
"2336","Genes enriched in stem/TA cells cluster","TIMM50"
"2337","Genes enriched in stem/TA cells cluster","RPL7"
"2338","Genes enriched in stem/TA cells cluster","RPL30"
"2339","Genes enriched in stem/TA cells cluster","CENPA"
"2340","Genes enriched in stem/TA cells cluster","HNRNPA2B1"
"2341","Genes enriched in stem/TA cells cluster","METTL1"
"2342","Genes enriched in stem/TA cells cluster","RPL37A"
"2343","Genes enriched in stem/TA cells cluster","FGFBP1"
"2344","Genes enriched in stem/TA cells cluster","EIF5AL1"
"2345","Genes enriched in stem/TA cells cluster","DKC1"
"2346","Genes enriched in stem/TA cells cluster","TUFM"
"2347","Genes enriched in stem/TA cells cluster","NDUFA8"
"2348","Genes enriched in stem/TA cells cluster","MRPL23"
"2349","Genes enriched in stem/TA cells cluster","CBX1"
"2350","Genes enriched in stem/TA cells cluster","CHCHD4"
"2351","Genes enriched in stem/TA cells cluster","COX4I1"
"2352","Genes enriched in stem/TA cells cluster","NDUFS3"
"2353","Genes enriched in stem/TA cells cluster","NPM3"
"2354","Genes enriched in stem/TA cells cluster","RNASEH2C"
"2355","Genes enriched in stem/TA cells cluster","NOLC1"
"2356","Genes enriched in stem/TA cells cluster","HACD1"
"2357","Genes enriched in stem/TA cells cluster","RPL27"
"2358","Genes enriched in stem/TA cells cluster","TOP2A"
"2359","Genes enriched in stem/TA cells cluster","SUCLG1"
"2360","Genes enriched in stem/TA cells cluster","RPS3"
"2361","Genes enriched in stem/TA cells cluster","MRPS9"
"2362","Genes enriched in stem/TA cells cluster","MRPS28"
"2363","Genes enriched in stem/TA cells cluster","SRSF7"
"2364","Genes enriched in stem/TA cells cluster","MAGOH"
"2365","Genes enriched in stem/TA cells cluster","RFC2"
"2366","Genes enriched in stem/TA cells cluster","MRPL18"
"2367","Genes enriched in stem/TA cells cluster","ACP1"
"2368","Genes enriched in stem/TA cells cluster","POP5"
"2369","Genes enriched in stem/TA cells cluster","TUBA1B"
"2370","Genes enriched in stem/TA cells cluster","RPLP1"
"2371","Genes enriched in stem/TA cells cluster","GAR1"
"2372","Genes enriched in stem/TA cells cluster","UQCRC2"
"2373","Genes enriched in stem/TA cells cluster","ORC6"
"2374","Genes enriched in stem/TA cells cluster","RPL14"
"2375","Genes enriched in stem/TA cells cluster","NDUFB11"
"2376","Genes enriched in stem/TA cells cluster","PARK7"
"2377","Genes enriched in stem/TA cells cluster","NUDCD2"
"2378","Genes enriched in stem/TA cells cluster","RBP7"
"2379","Genes enriched in stem/TA cells cluster","SSBP1"
"2380","Genes enriched in stem/TA cells cluster","NXT1"
"2381","Genes enriched in stem/TA cells cluster","DMBT1"
"2382","Genes enriched in stem/TA cells cluster","PPIF"
"2383","Genes enriched in stem/TA cells cluster","TIMM10"
"2384","Genes enriched in stem/TA cells cluster","POLD2"
"2385","Genes enriched in stem/TA cells cluster","MAPK13"
"2386","Genes enriched in stem/TA cells cluster","REXO2"
"2387","Genes enriched in stem/TA cells cluster","CCDC34"
"2388","Genes enriched in stem/TA cells cluster","NSMCE4A"
"2389","Genes enriched in stem/TA cells cluster","MTCH2"
"2390","Genes enriched in stem/TA cells cluster","SOCS2"
"2391","Genes enriched in stem/TA cells cluster","SLBP"
"2392","Genes enriched in stem/TA cells cluster","EXOSC8"
"2393","Genes enriched in stem/TA cells cluster","CD81"
"2394","Genes enriched in stem/TA cells cluster","RPL10A"
"2395","Genes enriched in stem/TA cells cluster","SNRPB"
"2396","Genes enriched in stem/TA cells cluster","SMIM36"
"2397","Genes enriched in stem/TA cells cluster","NDUFB6"
"2398","Genes enriched in stem/TA cells cluster","POLR1D"
"2399","Genes enriched in stem/TA cells cluster","PRDX4"
"2400","Genes enriched in stem/TA cells cluster","LSM3"
"2401","Genes enriched in stem/TA cells cluster","SF3B5"
"2402","Genes enriched in stem/TA cells cluster","PABPC3"
"2403","Genes enriched in stem/TA cells cluster","FMC1"
"2404","Genes enriched in stem/TA cells cluster","LMNB1"
"2405","Genes enriched in stem/TA cells cluster","EMG1"
"2406","Genes enriched in stem/TA cells cluster","GMNN"
"2407","Genes enriched in stem/TA cells cluster","CDK4"
"2408","Genes enriched in stem/TA cells cluster","LSM2"
"2409","Genes enriched in stem/TA cells cluster","RPS7"
"2410","Genes enriched in stem/TA cells cluster","ZFP36L2"
"2411","Genes enriched in stem/TA cells cluster","RPS19"
"2412","Genes enriched in stem/TA cells cluster","PCLAF"
"2413","Genes enriched in stem/TA cells cluster","LIG1"
"2414","Genes enriched in stem/TA cells cluster","TMEM97"
"2415","Genes enriched in stem/TA cells cluster","TSPAN8"
"2416","Genes enriched in stem/TA cells cluster","LAGE3"
"2417","Genes enriched in stem/TA cells cluster","RPL22L1"
"2418","Genes enriched in stem/TA cells cluster","MRPL15"
"2419","Genes enriched in stem/TA cells cluster","CCNA2"
"2420","Genes enriched in stem/TA cells cluster","MRPL13"
"2421","Genes enriched in stem/TA cells cluster","STOML2"
"2422","Genes enriched in stem/TA cells cluster","LSM8"
"2423","Genes enriched in stem/TA cells cluster","COA3"
"2424","Genes enriched in stem/TA cells cluster","DNAJC2"
"2425","Genes enriched in stem/TA cells cluster","RPS16"
"2426","Genes enriched in stem/TA cells cluster","DTYMK"
"2427","Genes enriched in stem/TA cells cluster","RPS5"
"2428","Genes enriched in stem/TA cells cluster","TXN2"
"2429","Genes enriched in stem/TA cells cluster","ALDH1B1"
"2430","Genes enriched in stem/TA cells cluster","CCND2"
"2431","Genes enriched in stem/TA cells cluster","GCSH"
"2432","Genes enriched in stem/TA cells cluster","NOP10"
"2433","Genes enriched in stem/TA cells cluster","CENPW"
"2434","Genes enriched in stem/TA cells cluster","DHRS4L2"
"2435","Genes enriched in stem/TA cells cluster","HSD17B10"
"2436","Genes enriched in stem/TA cells cluster","CDCA8"
"2437","Genes enriched in stem/TA cells cluster","COTL1"
"2438","Genes enriched in stem/TA cells cluster","SARNP"
"2439","Genes enriched in stem/TA cells cluster","RPL34"
"2440","Genes enriched in stem/TA cells cluster","RPL37"
"2441","Genes enriched in stem/TA cells cluster","RPL18A"
"2442","Genes enriched in stem/TA cells cluster","CYC1"
"2443","Genes enriched in stem/TA cells cluster","TIMM23"
"2444","Genes enriched in stem/TA cells cluster","CSRP2"
"2445","Genes enriched in stem/TA cells cluster","TSFM"
"2446","Genes enriched in stem/TA cells cluster","MCEE"
"2447","Genes enriched in stem/TA cells cluster","DDX39B"
"2448","Genes enriched in stem/TA cells cluster","CHCHD1"
"2449","Genes enriched in stem/TA cells cluster","CDO1"
"2450","Genes enriched in stem/TA cells cluster","SMC6"
"2451","Genes enriched in stem/TA cells cluster","NDUFAB1"
"2452","Genes enriched in stem/TA cells cluster","USP1"
"2453","Genes enriched in stem/TA cells cluster","PYCARD"
"2454","Genes enriched in stem/TA cells cluster","TMEM147"
"2455","Genes enriched in stem/TA cells cluster","KIF23"
"2456","Genes enriched in stem/TA cells cluster","COX8A"
"2457","Genes enriched in stem/TA cells cluster","MRPS18B"
"2458","Genes enriched in stem/TA cells cluster","HELLS"
"2459","Genes enriched in stem/TA cells cluster","SLC12A2"
"2460","Genes enriched in stem/TA cells cluster","NUTF2"
"2461","Genes enriched in stem/TA cells cluster","COX7A2L"
"2462","Genes enriched in stem/TA cells cluster","RPL22"
"2463","Genes enriched in stem/TA cells cluster","ARL6IP1"
"2464","Genes enriched in stem/TA cells cluster","MRPL21"
"2465","Genes enriched in stem/TA cells cluster","CDCA7"
"2466","Genes enriched in stem/TA cells cluster","ACAT1"
"2467","Genes enriched in stem/TA cells cluster","EIF3F"
"2468","Genes enriched in stem/TA cells cluster","PRC1"
"2469","Genes enriched in stem/TA cells cluster","NDUFAF4"
"2470","Genes enriched in stem/TA cells cluster","EXOSC7"
"2471","Genes enriched in stem/TA cells cluster","SSNA1"
"2472","Genes enriched in stem/TA cells cluster","HNRNPAB"
"2473","Genes enriched in stem/TA cells cluster","KCNE3"
"2474","Genes enriched in stem/TA cells cluster","GLRX3"
"2475","Genes enriched in stem/TA cells cluster","BANF1"
"2476","Genes enriched in stem/TA cells cluster","HMGB2"
"2477","Genes enriched in stem/TA cells cluster","EEF1A1"
"2478","Genes enriched in stem/TA cells cluster","MRPL2"
"2479","Genes enriched in stem/TA cells cluster","TUBB4B"
"2480","Genes enriched in stem/TA cells cluster","CDCA3"
"2481","Genes enriched in stem/TA cells cluster","PTGES3"
"2482","Genes enriched in stem/TA cells cluster","RPL35A"
"2483","Genes enriched in stem/TA cells cluster","DUT"
"2484","Genes enriched in stem/TA cells cluster","MRPL24"
"2485","Genes enriched in stem/TA cells cluster","SMYD2"
"2486","Genes enriched in stem/TA cells cluster","MRPS12"
"2487","Genes enriched in stem/TA cells cluster","RPS8"
"2488","Genes enriched in stem/TA cells cluster","NDUFS2"
"2489","Genes enriched in stem/TA cells cluster","ETFA"
"2490","Genes enriched in stem/TA cells cluster","C1orf131"
"2491","Genes enriched in stem/TA cells cluster","RPS25"
"2492","Genes enriched in stem/TA cells cluster","TSN"
"2493","Genes enriched in stem/TA cells cluster","CENPF"
"2494","Genes enriched in stem/TA cells cluster","GADD45GIP1"
"2495","Genes enriched in stem/TA cells cluster","KCNN4"
"2496","Genes enriched in stem/TA cells cluster","CACYBP"
"2497","Genes enriched in stem/TA cells cluster","PCBP1"
"2498","Genes enriched in stem/TA cells cluster","RPS28"
"2499","Genes enriched in stem/TA cells cluster","RPS6"
"2500","Genes enriched in stem/TA cells cluster","POLR2H"
"2501","Genes enriched in stem/TA cells cluster","NACA"
"2502","Genes enriched in stem/TA cells cluster","WDR83OS"
"2503","Genes enriched in stem/TA cells cluster","GPX1"
"2504","Genes enriched in stem/TA cells cluster","NDUFB5"
"2505","Genes enriched in stem/TA cells cluster","LSM4"
"2506","Genes enriched in stem/TA cells cluster","RPL27A"
"2507","Genes enriched in stem/TA cells cluster","PHB2"
"2508","Genes enriched in stem/TA cells cluster","PSMA5"
"2509","Genes enriched in stem/TA cells cluster","RPL8"
"2510","Genes enriched in stem/TA cells cluster","NSA2"
"2511","Genes enriched in stem/TA cells cluster","MRPL34"
"2512","Genes enriched in stem/TA cells cluster","SNRPF"
"2513","Genes enriched in stem/TA cells cluster","RPL32"
"2514","Genes enriched in stem/TA cells cluster","PYCR3"
"2515","Genes enriched in stem/TA cells cluster","HINT1"
"2516","Genes enriched in stem/TA cells cluster","MRPL28"
"2517","Genes enriched in stem/TA cells cluster","BDH1"
"2518","Genes enriched in stem/TA cells cluster","RPS2"
"2519","Genes enriched in stem/TA cells cluster","HDGF"
"2520","Genes enriched in stem/TA cells cluster","HSPA9"
"2521","Genes enriched in stem/TA cells cluster","RPL28"
"2522","Genes enriched in stem/TA cells cluster","RPL18"
"2523","Genes enriched in stem/TA cells cluster","COX5B"
"2524","Genes enriched in stem/TA cells cluster","FH"
"2525","Genes enriched in stem/TA cells cluster","CUTA"
"2526","Genes enriched in stem/TA cells cluster","RPS20"
