HGNC ID	Approved symbol	RefSeq IDs	Ensembl gene ID
HGNC:54288	LINC02768		ENSG00000229291
HGNC:54289	LINC02769		ENSG00000259815
HGNC:54290	LINC02770		ENSG00000228215
HGNC:54291	LINC02771		ENSG00000224535
HGNC:54292	LINC02772		ENSG00000271736
HGNC:54293	LINC02773		ENSG00000237980
HGNC:27923	LINC02774	NR_033883	ENSG00000226828
HGNC:54294	LINC02775		ENSG00000283518
HGNC:54297	LINC02777		ENSG00000232453
HGNC:54298	LINC02778		ENSG00000238242
HGNC:54299	LINC02779		ENSG00000231529
HGNC:54300	LINC02780		ENSG00000284668
HGNC:54301	LINC02781		ENSG00000284674
HGNC:54302	LINC02782		ENSG00000231510
HGNC:54303	LINC02783	NR_148993	ENSG00000204362
HGNC:54304	LINC02784		ENSG00000235741
HGNC:54305	LINC02785		ENSG00000226822
HGNC:54307	LINC02786		ENSG00000284623
HGNC:54308	LINC02787		ENSG00000229201
HGNC:54309	LINC02788		ENSG00000285532
HGNC:54310	LINC02789	NR_147896	ENSG00000231718
HGNC:54313	LINC02790	NR_125991	ENSG00000237435
HGNC:54315	LINC02791		ENSG00000235446
HGNC:54316	LINC02792		ENSG00000285462
HGNC:54317	LINC02793		ENSG00000285823
HGNC:54318	LINC02794		ENSG00000226133
HGNC:54319	LINC02795		ENSG00000285210
HGNC:27918	LINC02796		ENSG00000227016
HGNC:54320	LINC02797		ENSG00000285808
HGNC:54323	LINC02798		ENSG00000227082
HGNC:54324	LINC02799		ENSG00000235887
HGNC:27642	LINC02800		ENSG00000230023
HGNC:54325	LINC02801		ENSG00000284240
HGNC:54326	LINC02802		ENSG00000232527
HGNC:54328	LINC02803		ENSG00000227740
HGNC:54338	LINC02804		ENSG00000274372
HGNC:54339	LINC02805	NR_135559	ENSG00000232265
HGNC:27628	LINC02806		ENSG00000238107
HGNC:54340	LINC02808		ENSG00000284696
HGNC:54341	LINC02809	NR_158166	ENSG00000276255
HGNC:54342	LINC02810		ENSG00000236648
HGNC:54343	LINC02811		ENSG00000284678
HGNC:54344	LINC02812		ENSG00000230138
HGNC:54345	LINC02813		ENSG00000225334
HGNC:54346	LINC02814		ENSG00000236975
HGNC:54347	LINC02815		ENSG00000282111
HGNC:54348	LINC02816		ENSG00000225857
HGNC:32042	LINC02817	NR_024236	ENSG00000234754
HGNC:54349	LINC02818		ENSG00000231966
HGNC:54350	LINC02819		ENSG00000224943
HGNC:54351	LINC02820		ENSG00000258815
HGNC:54352	LINC02821		ENSG00000257139
HGNC:54353	LINC02822		ENSG00000286021
HGNC:54354	LINC02823		ENSG00000258100
HGNC:54356	LINC02824		ENSG00000255998
HGNC:27477	LINC02825	NR_147498	ENSG00000256494
HGNC:54357	LINC02826		ENSG00000275212
HGNC:54358	LINC02827		ENSG00000236908
HGNC:54359	LINC02828		ENSG00000224164
HGNC:54362	LINC02829		ENSG00000229274
HGNC:54363	LINC02830		ENSG00000224899
HGNC:54365	LINC02831		ENSG00000224173
HGNC:54366	LINC02832		ENSG00000227308
HGNC:54367	LINC02833		ENSG00000258742
HGNC:54368	LINC02834		ENSG00000285686
HGNC:54369	LINC02835		ENSG00000285711
HGNC:54370	LINC02836		ENSG00000237567
HGNC:54371	LINC02837		ENSG00000264464
HGNC:54372	LINC02838		ENSG00000285536
HGNC:54373	LINC02839		ENSG00000254123
HGNC:54374	LINC02840		ENSG00000224893
HGNC:54376	LINC02841		ENSG00000267407
HGNC:54378	LINC02842		ENSG00000254119
HGNC:27847	LINC02843		ENSG00000228189
HGNC:54379	LINC02844		ENSG00000253679
HGNC:54380	LINC02845		ENSG00000253644
HGNC:54381	LINC02846		ENSG00000260193
HGNC:54383	LINC02847		ENSG00000253702
HGNC:54384	LINC02848		ENSG00000226581
HGNC:54385	LINC02849		ENSG00000285768
HGNC:54386	LINC02850		ENSG00000236436
HGNC:54387	LINC02851		ENSG00000229611
HGNC:54388	LINC02852		ENSG00000285866
HGNC:54390	LINC02853		ENSG00000259245
HGNC:54391	LINC02854		ENSG00000238131
HGNC:54392	LINC02855		ENSG00000254209
HGNC:54393	LINC02856		ENSG00000285594
HGNC:54394	LINC02857		ENSG00000230852
HGNC:54395	LINC02858		ENSG00000285869
HGNC:54399	LINC02859		
HGNC:22364	LINC02860	NR_161201	ENSG00000222004
HGNC:54406	LINC02861	NR_120311	ENSG00000262185
HGNC:54419	LINC02862		ENSG00000237571
HGNC:41290	LINC02863		ENSG00000238160
HGNC:54480	LINC02864	NR_034133	ENSG00000263711
HGNC:54516	LINC02865		ENSG00000229922
HGNC:54518	LINC02866		ENSG00000253665
HGNC:32040	LINC02868	NR_149353	ENSG00000203864
HGNC:32045	LINC02869	NR_146760	ENSG00000228208
HGNC:27275	LINC02870	NR_149317	ENSG00000180066
HGNC:16180	LINC02871	NR_146878	ENSG00000125899
HGNC:33817	LINC02872	NR_161226	ENSG00000204446
HGNC:26805	LINC02873	NR_164144	ENSG00000175728
HGNC:27473	LINC02874	NR_164131	ENSG00000257137
HGNC:32699	LINC02875	NR_160788	ENSG00000187013
HGNC:42963	LINC02876	NR_164143	ENSG00000227011
HGNC:37259	LINC02877	NR_160966	ENSG00000237787
HGNC:54524	LINC02878	NR_015445	ENSG00000181097
HGNC:54660	LINC02880	NR_027060	ENSG00000175967
HGNC:51236	LINC02881	NR_164139	ENSG00000277288
HGNC:54802	LINC02882	NR_038300	ENSG00000251138
HGNC:54806	LINC02883	NR_120366	ENSG00000259416
HGNC:54808	LINC02884		ENSG00000231246
HGNC:41188	LINC02885	NR_138042	ENSG00000286592
HGNC:54867	LINC02886		ENSG00000253712
HGNC:55047	LINC02887		ENSG00000280279
HGNC:53765	LINC02888	NR_110014	ENSG00000236318
HGNC:55071	LINC02889	NR_110013	ENSG00000236039
HGNC:55220	LINC02890		ENSG00000260905
HGNC:55221	LINC02891	NR_038460	ENSG00000249923
HGNC:55359	LINC02893	NR_027471	ENSG00000269994
HGNC:55364	LINC02894	NR_034034	ENSG00000261437
HGNC:55422	LINC02895		ENSG00000259380
HGNC:55427	LINC02896		ENSG00000259215
HGNC:33759	LINC02897	NR_167894	ENSG00000221953
HGNC:42966	LINC02898	NR_161189	ENSG00000205086
HGNC:26630	LINC02899	NR_131245	ENSG00000248874
HGNC:27964	LINC02900		ENSG00000249647
HGNC:21179	LINC02901	NR_160976	ENSG00000203711
HGNC:34432	LINC02902	NR_171030	ENSG00000221845
HGNC:33712	LINC02903	NR_171002	ENSG00000205174
HGNC:26731	LINC02904	NR_126398	ENSG00000177335
HGNC:32200	LINC02905	NR_171032	
HGNC:42974	LINC02906	NR_161372	ENSG00000279847
HGNC:28581	LINC02907	NR_171012	ENSG00000178243
HGNC:31426	LINC02908	NR_171031	ENSG00000180539
HGNC:27282	LINC02909	NR_171024	ENSG00000226397
HGNC:26601	LINC02910	NR_161291	ENSG00000176659
HGNC:44658	LINC02911		ENSG00000261190
HGNC:32295	LINC02912	NR_103558	ENSG00000280055
HGNC:31370	LINC02913	NR_149714	ENSG00000179082
HGNC:26375	LINC02914	NR_161368	ENSG00000176605
HGNC:33797	LINC02915	NR_144507	ENSG00000175746
HGNC:55574	LINC02916		ENSG00000230555
HGNC:55643	LINC02917		ENSG00000239941
HGNC:55649	LINC02918		ENSG00000237950
HGNC:55653	LINC02919		ENSG00000237494
HGNC:55660	LINC02920		ENSG00000236471
HGNC:55664	LINC02921		
HGNC:55667	LINC02922		ENSG00000235629
HGNC:55672	LINC02923		ENSG00000235497
HGNC:55719	LINC02924		ENSG00000232874
HGNC:55756	LINC02925		ENSG00000234869
HGNC:55776	LINC02926		ENSG00000230310
HGNC:55778	LINC02927		ENSG00000230153
HGNC:55799	LINC02928		ENSG00000273257
HGNC:55812	LINC02929		ENSG00000285551
HGNC:55821	LINC02930		ENSG00000274461
HGNC:55853	LINC02931		ENSG00000224765
HGNC:55875	LINC02932		ENSG00000243144
HGNC:55908	LINC02933		ENSG00000266289
HGNC:55913	LINC02934		ENSG00000204929
HGNC:55939	LINC02935		ENSG00000225292
HGNC:55940	LINC02936		ENSG00000227359
HGNC:55942	LINC02937		ENSG00000230537
HGNC:55952	LINC02938		ENSG00000230731
HGNC:55954	LINC02939	NR_148973	ENSG00000235159
HGNC:55955	LINC02940		ENSG00000235888
HGNC:55956	LINC02941	NR_121622	ENSG00000236013
HGNC:55957	LINC02942		ENSG00000237074
HGNC:55958	LINC02943		ENSG00000237609
HGNC:55959	LINC02944		ENSG00000238276
HGNC:55960	LINC02945		ENSG00000249815
HGNC:27680	LINC02946	NR_038891	ENSG00000287036
HGNC:55962	LINC02947		ENSG00000253140
HGNC:55963	LINC02948		ENSG00000253182
HGNC:55964	LINC02949		ENSG00000253505
HGNC:55965	LINC02950		ENSG00000254153
HGNC:55967	LINC02951		ENSG00000255503
HGNC:55968	LINC02952		ENSG00000255606
HGNC:55970	LINC02953	NR_172877	ENSG00000255980
HGNC:55972	LINC02954		ENSG00000256733
HGNC:55973	LINC02955		ENSG00000256995
HGNC:55976	LINC02956		ENSG00000259854
HGNC:55977	LINC02957		ENSG00000260454
HGNC:55981	LINC02958		ENSG00000265752
HGNC:55982	LINC02959		ENSG00000267599
HGNC:55985	LINC02960		ENSG00000275198
HGNC:55986	LINC02961	NR_148962	ENSG00000279261
HGNC:53945	LINC02963		ENSG00000255652
HGNC:53487	LINC02964		ENSG00000286122
HGNC:56003	LINC02965		ENSG00000269086
HGNC:56006	LINC02966		ENSG00000234997
HGNC:56007	LINC02967		ENSG00000274173
HGNC:56008	LINC02968		ENSG00000223511
HGNC:56010	LINC02970		ENSG00000273812
HGNC:56012	LINC02971		ENSG00000237520
HGNC:56013	LINC02972		ENSG00000249790
HGNC:56015	LINC02973		ENSG00000272002
HGNC:56017	LINC02974		ENSG00000266288
HGNC:56025	LINC02975		ENSG00000224307
HGNC:56026	LINC02976		ENSG00000231113
HGNC:56036	LINC02977		ENSG00000259953
HGNC:56041	LINC02978		ENSG00000265743
HGNC:56043	LINC02979		ENSG00000267480
HGNC:56046	LINC02980		ENSG00000272462
HGNC:56055	LINC02981	NR_148505	ENSG00000214870
HGNC:56056	LINC02982	NR_104614	ENSG00000215246
HGNC:56060	LINC02983	NR_171035	ENSG00000234432
HGNC:56063	LINC02984		ENSG00000237807
HGNC:56073	LINC02985	NR_135044	ENSG00000256546
HGNC:56083	LINC02986		ENSG00000260317
HGNC:56093	LINC02987	NR_146733	ENSG00000267575
HGNC:56098	LINC02988	NR_135098	ENSG00000285554
HGNC:56100	LINC02989		ENSG00000255400
HGNC:56101	LINC02990		ENSG00000253931
HGNC:33810	LINC02991	NR_172921	ENSG00000196758
HGNC:49287	LINC02992		
HGNC:56105	LINC02993		ENSG00000287115
HGNC:56109	LINC02994	NR_125909	ENSG00000250546
HGNC:27744	LINC02995	NR_027108	ENSG00000253955
HGNC:56112	LINC02996	NR_104635	
HGNC:56113	LINC02997	NR_130779	ENSG00000249364
HGNC:56114	LINC02998	NR_104658	
HGNC:56115	LINC02999	NR_105044	ENSG00000250564
HGNC:56116	LINC03000		ENSG00000241956
HGNC:56118	LINC03001		
HGNC:56123	LINC03002	NR_125855	ENSG00000232310
HGNC:56126	LINC03003	NR_134630	ENSG00000290496
HGNC:56128	LINC03004	NR_125867	ENSG00000230533
HGNC:56130	LINC03005	NR_134613	
HGNC:56131	LINC03006	NR_038378	ENSG00000290926
HGNC:56132	LINC03007	NR_157808	ENSG00000223561
HGNC:56133	LINC03008	NR_149033	ENSG00000229196
HGNC:56134	LINC03009		ENSG00000290873
HGNC:56135	LINC03010	NR_147174	ENSG00000218672
HGNC:56136	LINC03011	NR_134570	ENSG00000237310
HGNC:56139	LINC03012	NR_110024	ENSG00000226770
HGNC:56140	LINC03013	NR_108082	ENSG00000227544
HGNC:56142	LINC03014	NR_108064	ENSG00000240859
HGNC:56143	LINC03015	NR_134325	ENSG00000242474
HGNC:56145	LINC03016	NR_108073	ENSG00000230825
HGNC:56146	LINC03017	NR_110079	ENSG00000235139
HGNC:27837	LINC03018	NR_134276	ENSG00000254139
HGNC:27982	LINC03019	NR_152742	ENSG00000254813
HGNC:56148	LINC03020	NR_110653	ENSG00000253967
HGNC:56149	LINC03021	NR_125425	ENSG00000254319
HGNC:56151	LINC03022	NR_120604	ENSG00000253641
HGNC:56154	LINC03023	NR_130773	ENSG00000254026
HGNC:56155	LINC03024	NR_134462	
HGNC:56158	LINC03025	NR_015361	ENSG00000276462
HGNC:56164	LINC03026	NR_135137	ENSG00000287750
HGNC:48681	LINC03027	NR_036533	
HGNC:56168	LINC03028		ENSG00000236894
HGNC:56169	LINC03029	NR_134499	
HGNC:56171	LINC03030	NR_130930	
HGNC:56174	LINC03031	NR_120526	ENSG00000254584
HGNC:56192	LINC03032	NR_148221	ENSG00000279965
HGNC:44292	LINC03033	NR_039985	ENSG00000232774
HGNC:54360	LINC03034	NR_171016	ENSG00000259772
HGNC:56211	LINC03035		
HGNC:56220	LINC03036		ENSG00000229272
HGNC:56227	LINC03037		ENSG00000230952
HGNC:28692	LINC03040	NR_160954	ENSG00000181577
HGNC:19054	LINC03041	NR_171034	ENSG00000205549
HGNC:33774	LINC03042	NR_167676	ENSG00000196166
HGNC:51256	LINC03043	NR_167671	ENSG00000275356
HGNC:56250	LINC03044		ENSG00000253395
HGNC:56262	LINC03046		ENSG00000224817
HGNC:56265	LINC03047		ENSG00000253633
HGNC:56272	LINC03048	NR_164137	ENSG00000262223
HGNC:56282	LINC03049		ENSG00000271109
HGNC:56283	LINC03050		ENSG00000235725
HGNC:56330	LINC03051		ENSG00000239268
HGNC:56335	LINC03052		ENSG00000272913
HGNC:56342	LINC03053		ENSG00000223486
HGNC:56349	LINC03054	NR_105004	ENSG00000253455
HGNC:56352	LINC03055		
HGNC:56354	LINC03056		ENSG00000258117
HGNC:56359	LINC03057		ENSG00000272763
HGNC:56363	LINC03058		ENSG00000258810
HGNC:56366	LINC03059		ENSG00000258592
HGNC:56367	LINC03060		ENSG00000273297
HGNC:56368	LINC03061		ENSG00000275216
HGNC:56369	LINC03062	NR_024280	ENSG00000237372
HGNC:56371	LINC03063		ENSG00000289545
HGNC:56372	LINC03064		ENSG00000260963
HGNC:56373	LINC03065		ENSG00000276524
HGNC:27767	LINC03066	NR_126020	ENSG00000263667
HGNC:56639	LINC03067		ENSG00000271119
HGNC:56640	LINC03068		ENSG00000234311
HGNC:56641	LINC03069	NR_148972	ENSG00000206129
HGNC:56642	LINC03070		ENSG00000236120
HGNC:56645	LINC03071		ENSG00000254080
HGNC:56650	LINC03072		ENSG00000273270
HGNC:56651	LINC03073		ENSG00000273084
HGNC:56654	LINC03074		ENSG00000251249
HGNC:56655	LINC03075		ENSG00000229301
HGNC:56656	LINC03076	NR_110159	ENSG00000223646
HGNC:56657	LINC03077		ENSG00000281566
HGNC:56665	LINC03078		ENSG00000231412
HGNC:56669	LINC03079		ENSG00000276923
HGNC:56670	LINC03080		ENSG00000259341
HGNC:56674	LINC03081		ENSG00000237845
HGNC:56676	LINC03082		ENSG00000275830
HGNC:56677	LINC03083		ENSG00000234104
HGNC:56686	LINC03084		ENSG00000254041
HGNC:56691	LINC03085		ENSG00000276030
HGNC:56701	LINC03086	NR_161305	ENSG00000226644
HGNC:56710	LINC03088		ENSG00000257883
HGNC:56717	LINC03089		ENSG00000237590
HGNC:56719	LINC03090		ENSG00000253355
HGNC:56720	LINC03091		
HGNC:56721	LINC03092		ENSG00000267327
HGNC:56723	LINC03093	NR_104677	ENSG00000254334
HGNC:56725	LINC03094		ENSG00000285483
HGNC:56738	LINC03095		ENSG00000233760
HGNC:56743	LINC03096		ENSG00000255227
HGNC:56744	LINC03097		ENSG00000231653
HGNC:56745	LINC03098		ENSG00000230392
HGNC:56750	LINC03099	NR_110386	ENSG00000236393
HGNC:56763	LINC03100		ENSG00000261186
HGNC:53956	LINCADL	NR_157226	
HGNC:49089	LINCMD1	NR_131248	ENSG00000225613
HGNC:21205	LINGO1	NM_032808	ENSG00000169783
HGNC:27368	LINGO1-AS1	NR_045123	ENSG00000259666
HGNC:51423	LINGO1-AS2	NR_120361	ENSG00000259281
HGNC:21207	LINGO2	NM_152570	ENSG00000174482
HGNC:21206	LINGO3	NM_001101391	ENSG00000220008
HGNC:31814	LINGO4	NM_001004432	ENSG00000213171
HGNC:53170	LINP1	NR_138480	ENSG00000223784
HGNC:30922	LINS1	NM_018148	ENSG00000140471
HGNC:6617	LIPA	NM_000235	ENSG00000107798
HGNC:6618	LIPB		
HGNC:6619	LIPC		ENSG00000166035
HGNC:52294	LIPC-AS1		ENSG00000259293
HGNC:6620	LIPD		
HGNC:6621	LIPE	NM_005357	ENSG00000079435
HGNC:48589	LIPE-AS1	NR_073179	ENSG00000213904
HGNC:6622	LIPF		ENSG00000182333
HGNC:6623	LIPG	NM_006033	ENSG00000101670
HGNC:18483	LIPH		ENSG00000163898
HGNC:18821	LIPI	NM_198996	ENSG00000188992
HGNC:21773	LIPJ	NM_001010939	ENSG00000204022
HGNC:23444	LIPK	NM_001080518	ENSG00000204021
HGNC:23455	LIPM	NM_001128215	ENSG00000173239
HGNC:23452	LIPN	NM_001102469	ENSG00000204020
HGNC:16242	LIPN3L		
HGNC:29569	LIPT1	NM_015929	ENSG00000144182
HGNC:39278	LIPT1P1	NG_021973	ENSG00000229975
HGNC:37216	LIPT2	NM_001144869	ENSG00000175536
HGNC:56172	LIPT2-AS1	NR_171028	ENSG00000254837
HGNC:16841	LITAF	NM_004862	ENSG00000189067
HGNC:53927	LITAFD		ENSG00000283516
HGNC:53130	LIVAR		ENSG00000266304
HGNC:18581	LIX1	NM_153234	ENSG00000145721
HGNC:52976	LIX1-AS1		ENSG00000251513
HGNC:28715	LIX1L	NM_153713	ENSG00000271601
HGNC:41210	LIX1L-AS1		ENSG00000234222
HGNC:33718	LKAAEAR1	NM_001007125	ENSG00000171695
HGNC:6624	LKP		
HGNC:6625	LLCDL1		
HGNC:6626	LLCDL2		
HGNC:6627	LLCDL3		
HGNC:21750	LLCFC1	NM_178829	ENSG00000165131
HGNC:6628	LLGL1		ENSG00000131899
HGNC:6629	LLGL2	NM_004524	ENSG00000073350
HGNC:6630	LLP		
HGNC:28229	LLPH	NM_032338	ENSG00000139233
HGNC:50493	LLPH-DT	NR_125724	ENSG00000239335
HGNC:50491	LLPHP1		ENSG00000270793
HGNC:50492	LLPHP2		ENSG00000235514
HGNC:54775	LLPHP3	NG_029252	ENSG00000233868
HGNC:6631	LMAN1	NM_005570	ENSG00000074695
HGNC:6632	LMAN1L		ENSG00000140506
HGNC:16986	LMAN2	NM_006816	ENSG00000169223
HGNC:19263	LMAN2L	NM_030805	ENSG00000114988
HGNC:13243	LMBR1	NM_022458	ENSG00000105983
HGNC:18268	LMBR1L	NM_018113	ENSG00000139636
HGNC:23038	LMBRD1	NM_018368	ENSG00000168216
HGNC:25287	LMBRD2	NM_001007527	ENSG00000164187
HGNC:6633	LMCD1	NM_014583	ENSG00000071282
HGNC:44477	LMCD1-AS1	NR_033378	ENSG00000227110
HGNC:14154	LMF1	NM_022773	ENSG00000103227
HGNC:50469	LMF1-AS1		ENSG00000260439
HGNC:25096	LMF2	NM_033200	ENSG00000100258
HGNC:15991	LMLN	NM_033029	ENSG00000185621
HGNC:40738	LMLN-AS1		ENSG00000232832
HGNC:6634	LMN1		
HGNC:6635	LMN2		
HGNC:6636	LMNA	NM_170707	ENSG00000160789
HGNC:6637	LMNB1	NM_005573	ENSG00000113368
HGNC:53089	LMNB1-DT	NR_134485	ENSG00000251072
HGNC:6638	LMNB2	NM_032737	ENSG00000176619
HGNC:6639	LMNL1		
HGNC:6640	LMNL2		
HGNC:26683	LMNTD1	NM_152590	ENSG00000152936
HGNC:28561	LMNTD2	NM_173573	ENSG00000185522
HGNC:41204	LMNTD2-AS1	NR_147608	ENSG00000254815
HGNC:6641	LMO1	NM_002315	ENSG00000166407
HGNC:6642	LMO2	NM_005574	ENSG00000135363
HGNC:6643	LMO3	NM_018640	ENSG00000048540
HGNC:6644	LMO4	NM_006769	ENSG00000143013
HGNC:6646	LMO7	NM_005358	ENSG00000136153
HGNC:50277	LMO7-AS1	NR_120410	ENSG00000261105
HGNC:39885	LMO7-IT1		
HGNC:44370	LMO7DN	NR_164111	ENSG00000178734
HGNC:49790	LMO7DN-IT1	NR_126373	ENSG00000223458
HGNC:6647	LMOD1		ENSG00000163431
HGNC:6648	LMOD2		ENSG00000170807
HGNC:6649	LMOD3	NM_198271	ENSG00000163380
HGNC:6650	LMP2		
HGNC:6651	LMP7		
HGNC:17880	LMTK2	NM_014916	ENSG00000164715
HGNC:19295	LMTK3	NM_052895	ENSG00000142235
HGNC:6652	LMX1		
HGNC:6653	LMX1A	NM_177398	ENSG00000162761
HGNC:40344	LMX1A-AS1		ENSG00000238022
HGNC:40343	LMX1A-AS2		ENSG00000224702
HGNC:6654	LMX1B		ENSG00000136944
HGNC:55849	LMX1B-DT		ENSG00000224842
HGNC:54418	LNC-LBCS		ENSG00000228412
HGNC:56708	LNC-RHL1		ENSG00000236267
HGNC:50913	LNCAROD	NR_120641	ENSG00000231131
HGNC:53864	LNCARSR		ENSG00000233086
HGNC:54478	LNCATV	NR_125945	ENSG00000238005
HGNC:52752	LNCBRM	NR_120607	ENSG00000249436
HGNC:54855	LNCDAT	NR_166065	
HGNC:56254	LNCHR1		ENSG00000257400
HGNC:50656	LNCNEF	NR_109883	ENSG00000237396
HGNC:53947	LNCOC1	NR_038925	ENSG00000253741
HGNC:53336	LNCOG	NR_146531	ENSG00000257219
HGNC:54521	LNCPOIR		ENSG00000232395
HGNC:52746	LNCPRESS1	NR_146480	ENSG00000232301
HGNC:52747	LNCPRESS2	NR_125920	ENSG00000249152
HGNC:53790	LNCRI		
HGNC:52657	LNCRNA-ATB	NR_160525	
HGNC:55755	LNCRNA-IUR	NR_110303	ENSG00000245552
HGNC:52753	LNCSRLR		ENSG00000240032
HGNC:52548	LNCTAM34A		ENSG00000234546
HGNC:56660	LNCTSI		ENSG00000230479
HGNC:6655	LNHR		
HGNC:56001	LNMICC		ENSG00000254027
HGNC:28014	LNP1		ENSG00000206535
HGNC:6656	LNPEP	NM_005575	ENSG00000113441
HGNC:21610	LNPK	NM_030650	ENSG00000144320
HGNC:51665	LNPPS		ENSG00000275871
HGNC:55512	LNROP	NR_038332	ENSG00000254887
HGNC:6657	LNX1		ENSG00000072201
HGNC:40345	LNX1-AS1		ENSG00000250930
HGNC:41450	LNX1-AS2		ENSG00000248494
HGNC:20421	LNX2		ENSG00000139517
HGNC:6661	LOH1CR1		
HGNC:26524	LOH12CR2	NR_024061	ENSG00000205791
HGNC:6659	LOH18CR1		
HGNC:6660	LOH19CR1		
HGNC:9479	LONP1	NM_004793	ENSG00000196365
HGNC:20598	LONP2	NM_031490	ENSG00000102910
HGNC:26302	LONRF1	NM_152271	ENSG00000154359
HGNC:24788	LONRF2	NM_198461	ENSG00000170500
HGNC:39828	LONRF2P1	NG_026274	ENSG00000266605
HGNC:39829	LONRF2P2		ENSG00000233905
HGNC:54499	LONRF2P3		ENSG00000258420
HGNC:54500	LONRF2P4		ENSG00000258415
HGNC:54501	LONRF2P5		ENSG00000273692
HGNC:21152	LONRF3	NM_024778	ENSG00000175556
HGNC:6663	LORICRIN	NM_000427	ENSG00000203782
HGNC:6664	LOX		ENSG00000113083
HGNC:26521	LOXHD1	NM_144612	ENSG00000167210
HGNC:6665	LOXL1	NM_005576	ENSG00000129038
HGNC:44169	LOXL1-AS1	NR_040066	ENSG00000261801
HGNC:6666	LOXL2		ENSG00000134013
HGNC:56648	LOXL2-AS1	NR_038323	ENSG00000253837
HGNC:13869	LOXL3	NM_032603	ENSG00000115318
HGNC:17171	LOXL4	NM_032211	ENSG00000138131
HGNC:6667	LPA	NM_005577	ENSG00000198670
HGNC:6668	LPAL1		
HGNC:21210	LPAL2	NR_028092	ENSG00000213071
HGNC:3166	LPAR1	NM_057159	ENSG00000198121
HGNC:3168	LPAR2	NM_004720	ENSG00000064547
HGNC:14298	LPAR3	NM_012152	ENSG00000171517
HGNC:4478	LPAR4	NM_005296	ENSG00000147145
HGNC:13307	LPAR5	NM_020400	ENSG00000184574
HGNC:15520	LPAR6	NM_005767	ENSG00000139679
HGNC:6670	LPC1		
HGNC:6671	LPC2A		
HGNC:6672	LPC2B		
HGNC:6673	LPC2C		
HGNC:6674	LPC2D		
HGNC:25718	LPCAT1	NM_024830	ENSG00000153395
HGNC:26032	LPCAT2	NM_017839	ENSG00000087253
HGNC:38003	LPCAT2BP		ENSG00000233228
HGNC:30244	LPCAT3	NM_005768	ENSG00000111684
HGNC:30059	LPCAT4	NM_153613	ENSG00000176454
HGNC:28985	LPGAT1	NM_014873	ENSG00000123684
HGNC:41221	LPGAT1-AS1	NR_135818	ENSG00000229258
HGNC:31402	LPGAT1P1	NG_022384	
HGNC:6675	LPGP1		
HGNC:6676	LPI		
HGNC:13345	LPIN1	NM_145693	ENSG00000134324
HGNC:14450	LPIN2	NM_014646	ENSG00000101577
HGNC:14451	LPIN3	NM_022896	ENSG00000132793
HGNC:6677	LPL		ENSG00000175445
HGNC:6678	LPO		ENSG00000167419
HGNC:6679	LPP	NM_005578	ENSG00000145012
HGNC:40346	LPP-AS1		ENSG00000224563
HGNC:27952	LPP-AS2	NR_036497	ENSG00000270959
HGNC:6680	LPS		
HGNC:14061	LPXN	NM_004811	ENSG00000110031
HGNC:6681	LQT		
HGNC:6682	LQT2		
HGNC:6683	LQT3		
HGNC:6684	LQT4		
HGNC:6685	LRAT	NM_004744	ENSG00000121207
HGNC:20743	LRATD1	NM_145175	ENSG00000162981
HGNC:24166	LRATD2	NM_174911	ENSG00000168672
HGNC:1742	LRBA		ENSG00000198589
HGNC:20309	LRCH1	NM_015116	ENSG00000136141
HGNC:29292	LRCH2	NM_020871	ENSG00000130224
HGNC:28637	LRCH3	NM_032773	ENSG00000186001
HGNC:6691	LRCH4	NM_002319	ENSG00000077454
HGNC:44160	LRCOL1	NM_001195520	ENSG00000204583
HGNC:6688	LRE3		
HGNC:6689	LRE4		
HGNC:29290	LRFN1	NM_020862	ENSG00000128011
HGNC:21226	LRFN2	NM_020737	ENSG00000156564
HGNC:28370	LRFN3	NM_024509	ENSG00000126243
HGNC:28456	LRFN4	NM_024036	ENSG00000173621
HGNC:20360	LRFN5	NM_152447	ENSG00000165379
HGNC:55444	LRFN5-DT		ENSG00000258636
HGNC:29480	LRG1	NM_052972	ENSG00000171236
HGNC:21964	LRGUK	NM_144648	ENSG00000155530
HGNC:30299	LRIF1	NM_018372	ENSG00000121931
HGNC:17360	LRIG1	NM_015541	ENSG00000144749
HGNC:20889	LRIG2	NM_014813	ENSG00000198799
HGNC:54312	LRIG2-DT	NR_103777	ENSG00000238198
HGNC:30991	LRIG3	NM_153377	ENSG00000139263
HGNC:55476	LRIG3-DT		ENSG00000257443
HGNC:23404	LRIT1	NM_015613	ENSG00000148602
HGNC:23443	LRIT2	NM_001284223	ENSG00000204033
HGNC:24783	LRIT3	NM_198506	ENSG00000183423
HGNC:23405	LRMDA	NM_032024	ENSG00000148655
HGNC:6692	LRP1	NM_002332	ENSG00000123384
HGNC:51694	LRP1-AS	NR_131938	ENSG00000259125
HGNC:6693	LRP1B	NM_018557	ENSG00000168702
HGNC:6694	LRP2	NM_004525	ENSG00000081479
HGNC:25434	LRP2BP	NM_018409	ENSG00000109771
HGNC:55998	LRP2BP-AS1		ENSG00000250410
HGNC:6695	LRP3		ENSG00000130881
HGNC:6696	LRP4	NM_002334	ENSG00000134569
HGNC:44128	LRP4-AS1	NR_038909	ENSG00000247675
HGNC:6697	LRP5	NM_002335	ENSG00000162337
HGNC:25323	LRP5L		ENSG00000100068
