"","Chr","Start","ID","Gene","bp_cum"
"13783",8,40298741,"ENSG00000253802","AC105999.2",13783
"13784",8,40370028,"ENSG00000253354","AC105999.1",13784
"13785",8,40519565,"ENSG00000272479","AC010857.1",13785
"13786",8,40530590,"ENSG00000165061","ZMAT4",13786
"13787",8,40900016,"ENSG00000254383","AC048387.1",13787
"13788",8,41261958,"ENSG00000104332","SFRP1",13788
"13789",8,41435298,"ENSG00000253396","AC016868.1",13789
"13790",8,41490396,"ENSG00000147533","GOLGA7",13790
"13791",8,41529206,"ENSG00000147536","GINS4",13791
"13792",8,41534155,"ENSG00000253133","AC009630.1",13792
"13793",8,41540381,"ENSG00000253174","AC009630.2",13793
"13794",8,41577187,"ENSG00000158669","GPAT4",13794
"13795",8,41609692,"ENSG00000264578","AC009630.3",13795
"13796",8,41645178,"ENSG00000165066","NKX6-3",13796
"13797",8,41653220,"ENSG00000029534","ANK1",13797
"13798",8,41660991,"ENSG00000253389","AC113133.1",13798
"13799",8,41828165,"ENSG00000260588","AC027702.1",13799
"13800",8,41929479,"ENSG00000083168","KAT6A",13800
"13801",8,42139461,"ENSG00000271938","AC103724.4",13801
"13802",8,42151772,"ENSG00000261449","AC103724.3",13802
"13803",8,42152946,"ENSG00000070718","AP3M2",13803
"13804",8,42175233,"ENSG00000104368","PLAT",13804
"13805",8,42233675,"ENSG00000253408","AC083973.1",13805
"13806",8,42271302,"ENSG00000104365","IKBKB",13806
"13807",8,42338454,"ENSG00000070501","POLB",13807
"13808",8,42374068,"ENSG00000104371","DKK4",13808
"13809",8,42391624,"ENSG00000078668","VDAC3",13809
"13810",8,42416475,"ENSG00000168575","SLC20A2",13810
"13811",8,42537529,"ENSG00000254165","AC090739.1",13811
"13812",8,42541155,"ENSG00000176209","SMIM19",13812
"13813",8,42697376,"ENSG00000147432","CHRNB3",13813
"13814",8,42705583,"ENSG00000255101","AC103843.1",13814
"13815",8,42752620,"ENSG00000147434","CHRNA6",13815
"13816",8,42836674,"ENSG00000131931","THAP1",13816
"13817",8,42849637,"ENSG00000120925","RNF170",13817
"13818",8,42896932,"ENSG00000168172","HOOK3",13818
"13819",8,43018424,"ENSG00000254673","AC110275.1",13819
"13820",8,43034194,"ENSG00000168522","FNTA",13820
"13821",8,43093506,"ENSG00000185900","POMK",13821
"13822",8,43140455,"ENSG00000165102","HGSNAT",13822
"13823",8,46822237,"ENSG00000253314","LINC00293",13823
"13824",8,46922561,"ENSG00000253745","AC091163.1",13824
"13825",8,46930840,"ENSG00000253782","AC091163.2",13825
"13826",8,47190772,"ENSG00000255366","AC120036.4",13826
"13827",8,47202444,"ENSG00000215177","IGLV8OR8-1",13827
"13828",8,47260575,"ENSG00000164808","SPIDR",13828
"13829",8,47736909,"ENSG00000221869","CEBPD",13829
"13830",8,47773108,"ENSG00000253729","PRKDC",13830
"13831",8,47960185,"ENSG00000104738","MCM4",13831
"13832",8,48008400,"ENSG00000169139","UBE2V2",13832
"13833",8,48515852,"ENSG00000253140","AC026904.2",13833
"13834",8,48551527,"ENSG00000253688","AC026904.3",13834
"13835",8,48551567,"ENSG00000253608","AC022915.2",13835
"13836",8,48590401,"ENSG00000233858","AC026904.1",13836
"13837",8,48597458,"ENSG00000253702","AC026904.4",13837
"13838",8,48620465,"ENSG00000253455","AC022915.1",13838
"13839",8,48657260,"ENSG00000253892","AC022915.3",13839
"13840",8,48710789,"ENSG00000034239","EFCAB1",13840
"13841",8,48917604,"ENSG00000019549","SNAI2",13841
"13842",8,49054311,"ENSG00000168333","PPDPFL",13842
"13843",8,49168539,"ENSG00000253474","AC022568.1",13843
"13844",8,49496763,"ENSG00000253380","AC090155.2",13844
"13845",8,49536386,"ENSG00000253206","AC090155.1",13845
"13846",8,49817586,"ENSG00000253484","AC113145.1",13846
"13847",8,49906863,"ENSG00000271148","AC023762.1",13847
"13848",8,49909789,"ENSG00000147481","SNTG1",13848
"13849",8,51257688,"ENSG00000253664","AC012413.1",13849
"13850",8,51319578,"ENSG00000147485","PXDNL",13850
"13851",8,51810110,"ENSG00000272076","AC090186.1",13851
"13852",8,51817575,"ENSG00000168300","PCMTD1",13852
"13853",8,51899325,"ENSG00000228801","AC064807.1",13853
"13854",8,51950284,"ENSG00000272024","AC064807.4",13854
"13855",8,51961458,"ENSG00000253844","AC064807.2",13855
"13856",8,51996210,"ENSG00000254136","AC064807.3",13856
"13857",8,52110839,"ENSG00000147488","ST18",13857
"13858",8,52150820,"ENSG00000254314","AC021915.2",13858
"13859",8,52194362,"ENSG00000253551","AC021915.1",13859
"13860",8,52294455,"ENSG00000253924","AC103831.1",13860
"13861",8,52534037,"ENSG00000196711","ALKAL1",13861
"13862",8,52622456,"ENSG00000023287","RB1CC1",13862
"13863",8,52938431,"ENSG00000183729","NPBWR1",13863
"13864",8,53177571,"ENSG00000254687","AC009646.2",13864
"13865",8,53225716,"ENSG00000082556","OPRK1",13865
"13866",8,53388701,"ENSG00000260484","AC131902.2",13866
"13867",8,53395211,"ENSG00000253369","AC131902.1",13867
"13868",8,53515170,"ENSG00000254204","AC022034.4",13868
"13869",8,53515171,"ENSG00000237807","AC022034.2",13869
"13870",8,53715557,"ENSG00000047249","ATP6V1H",13870
"13871",8,53851808,"ENSG00000147509","RGS20",13871
"13872",8,53876150,"ENSG00000272457","AC113194.1",13872
"13873",8,53966552,"ENSG00000187735","TCEA1",13873
"13874",8,54042989,"ENSG00000260955","AC100821.2",13874
"13875",8,54046367,"ENSG00000120992","LYPLA1",13875
"13876",8,54135210,"ENSG00000137547","MRPL15",13876
"13877",8,54457935,"ENSG00000164736","SOX17",13877
"13878",8,54509422,"ENSG00000104237","RP1",13878
"13879",8,55102389,"ENSG00000206579","XKR4",13879
"13880",8,55135203,"ENSG00000253976","AC022679.2",13880
"13881",8,55161483,"ENSG00000253857","AC022679.1",13881
"13882",8,55517240,"ENSG00000254357","AC090200.1",13882
"13883",8,55696424,"ENSG00000167904","TMEM68",13883
"13884",8,55773142,"ENSG00000137574","TGS1",13884
"13885",8,55879813,"ENSG00000254087","LYN",13885
"13886",8,56067295,"ENSG00000008988","RPS20",13886
"13887",8,56074592,"ENSG00000253603","CERNA3",13887
"13888",8,56112942,"ENSG00000172680","MOS",13888
"13889",8,56160904,"ENSG00000181690","PLAG1",13889
"13890",8,56211686,"ENSG00000170791","CHCHD7",13890
"13891",8,56222688,"ENSG00000272343","AC107952.2",13891
"13892",8,56300010,"ENSG00000170786","SDR16C5",13892
"13893",8,56436674,"ENSG00000181195","PENK",13893
"13894",8,56445807,"ENSG00000254254","AC012349.1",13894
"13895",8,56496246,"ENSG00000246430","LINC00968",13895
"13896",8,56536758,"ENSG00000253139","AC013644.1",13896
"13897",8,56639901,"ENSG00000254055","AC009597.1",13897
"13898",8,56957933,"ENSG00000104331","IMPAD1",13898
"13899",8,57142689,"ENSG00000253301","LINC01606",13899
"13900",8,57261226,"ENSG00000253614","AC025674.2",13900
"13901",8,57279543,"ENSG00000215117","LINC00588",13901
"13902",8,57343787,"ENSG00000253871","AC068075.1",13902
"13903",8,57492884,"ENSG00000253821","AC090796.1",13903
"13904",8,57594166,"ENSG00000253322","AC104051.1",13904
"13905",8,57746149,"ENSG00000254139","AC104051.2",13905
"13906",8,57889576,"ENSG00000253376","AC012103.1",13906
"13907",8,57978358,"ENSG00000205293","LINC01602",13907
"13908",8,57994509,"ENSG00000169122","FAM110B",13908
"13909",8,58031334,"ENSG00000253523","AC104350.1",13909
"13910",8,58091442,"ENSG00000253116","AC027698.1",13910
"13911",8,58411264,"ENSG00000215114","UBXN2B",13911
"13912",8,58490178,"ENSG00000167910","CYP7A1",13912
"13913",8,58552924,"ENSG00000137575","SDCBP",13913
"13914",8,58583504,"ENSG00000035681","NSMAF",13914
"13915",8,58805418,"ENSG00000198846","TOX",13915
"13916",8,59119040,"ENSG00000167912","AC090152.1",13916
"13917",8,59561327,"ENSG00000253260","AC087664.1",13917
"13918",8,59601378,"ENSG00000253879","AC087664.2",13918
"13919",8,60049587,"ENSG00000254775","AC021393.1",13919
"13920",8,60187347,"ENSG00000178538","CA8",13920
"13921",8,60384588,"ENSG00000251396","LINC01301",13921
"13922",8,60516857,"ENSG00000104388","RAB2A",13922
"13923",8,60551957,"ENSG00000255321","AC068389.4",13923
"13924",8,60631509,"ENSG00000228862","AC068389.1",13924
"13925",8,60652502,"ENSG00000254869","AC068389.2",13925
"13926",8,60660820,"ENSG00000255289","AC068389.3",13926
"13927",8,60678778,"ENSG00000171316","CHD7",13927
"13928",8,60808735,"ENSG00000254432","AC113143.1",13928
"13929",8,60910053,"ENSG00000254777","AC022182.1",13929
"13930",8,60965802,"ENSG00000254802","AC022182.2",13930
"13931",8,61057158,"ENSG00000177182","CLVS1",13931
"13932",8,61264624,"ENSG00000254222","AC023866.2",13932
"13933",8,61300164,"ENSG00000253711","AC023866.1",13933
"13934",8,61500556,"ENSG00000198363","ASPH",13934
"13935",8,61759094,"ENSG00000251127","AC091173.1",13935
"13936",8,61785047,"ENSG00000254119","AC025524.2",13936
"13937",8,61821481,"ENSG00000253834","AC025524.1",13937
"13938",8,61889839,"ENSG00000254120","LINC02155",13938
"13939",8,62248591,"ENSG00000185942","NKAIN3",13939
"13940",8,62473217,"ENSG00000254050","AC018861.2",13940
"13941",8,62977861,"ENSG00000274956","AC120042.3",13941
"13942",8,63013068,"ENSG00000240915","AC120042.1",13942
"13943",8,63015079,"ENSG00000137563","GGH",13943
"13944",8,63024372,"ENSG00000253121","AC120042.2",13944
"13945",8,63048553,"ENSG00000137561","TTPA",13945
"13946",8,63167725,"ENSG00000270673","YTHDF3-AS1",13946
"13947",8,63168553,"ENSG00000185728","YTHDF3",13947
"13948",8,63215981,"ENSG00000261542","AC011978.2",13948
"13949",8,63384839,"ENSG00000253205","AC011124.1",13949
"13950",8,63465849,"ENSG00000253894","AC011124.2",13950
"13951",8,63586000,"ENSG00000253583","AC018953.1",13951
"13952",8,63687179,"ENSG00000253554","AC022639.1",13952
"13953",8,63704756,"ENSG00000253762","AC069133.1",13953
"13954",8,63769430,"ENSG00000253734","LINC01289",13954
"13955",8,64373328,"ENSG00000254377","MIR124-2HG",13955
"13956",8,64574306,"ENSG00000254102","AC090136.3",13956
"13957",8,64580367,"ENSG00000180828","BHLHE22",13957
"13958",8,64587763,"ENSG00000172817","CYP7B1",13958
"13959",8,64801236,"ENSG00000254006","AC104232.1",13959
"13960",8,65161145,"ENSG00000280725","LINC00251",13960
"13961",8,65527008,"ENSG00000254081","LINC01299",13961
"13962",8,65591850,"ENSG00000272010","AC100814.1",13962
"13963",8,65602456,"ENSG00000104442","ARMC1",13963
"13964",8,65644734,"ENSG00000066855","MTFR1",13964
"13965",8,65714334,"ENSG00000272155","AC055822.1",13965
"13966",8,65717510,"ENSG00000205268","PDE7A",13966
"13967",8,65842752,"ENSG00000272192","AC100812.1",13967
"13968",8,66021560,"ENSG00000147570","DNAJC5B",13968
"13969",8,66112667,"ENSG00000253190","AC084082.1",13969
"13970",8,66126896,"ENSG00000147573","TRIM55",13970
"13971",8,66176382,"ENSG00000147571","CRH",13971
"13972",8,66192093,"ENSG00000253138","LINC00967",13972
"13973",8,66419589,"ENSG00000246145","RRS1-AS1",13973
"13974",8,66429028,"ENSG00000179041","RRS1",13974
"13975",8,66430185,"ENSG00000147576","ADHFE1",13975
"13976",8,66460003,"ENSG00000169085","VXN",13976
"13977",8,66562175,"ENSG00000185697","MYBL1",13977
"13978",8,66628487,"ENSG00000175073","VCPIP1",13978
"13979",8,66667596,"ENSG00000104205","SGK3",13979
"13980",8,66667615,"ENSG00000213865","C8orf44",13980
"13981",8,66870749,"ENSG00000178460","MCMDC2",13981
"13982",8,66946501,"ENSG00000261787","TCF24",13982
"13983",8,66964099,"ENSG00000178125","PPP1R42",13983
"13984",8,67043079,"ENSG00000121022","COPS5",13984
"13985",8,67062426,"ENSG00000104218","CSPP1",13985
"13986",8,67173511,"ENSG00000066777","ARFGEF1",13986
"13987",8,67343975,"ENSG00000271966","AC021321.1",13987
"13988",8,67422038,"ENSG00000165078","CPA6",13988
"13989",8,67732587,"ENSG00000255130","AC022874.1",13989
"13990",8,67952118,"ENSG00000046889","PREX2",13990
"13991",8,68082204,"ENSG00000255206","AC011853.2",13991
"13992",8,68303468,"ENSG00000248801","C8orf34-AS1",13992
"13993",8,68330722,"ENSG00000165084","C8orf34",13993
"13994",8,68848742,"ENSG00000254337","AC083967.1",13994
"13995",8,68911803,"ENSG00000253658","LINC01592",13995
"13996",8,69175579,"ENSG00000253373","AC021785.1",13996
"13997",8,69425035,"ENSG00000253479","LINC01603",13997
"13998",8,69466624,"ENSG00000137573","SULF1",13998
"13999",8,69667047,"ENSG00000137571","SLCO5A1",13999
"14000",8,69713390,"ENSG00000254557","AC091047.1",14000
"14001",8,69834111,"ENSG00000246528","AC079089.1",14001
"14002",8,70051651,"ENSG00000147596","PRDM14",14002
"14003",8,70109762,"ENSG00000140396","NCOA2",14003
"14004",8,70471112,"ENSG00000253143","AC022730.3",14004
"14005",8,70471134,"ENSG00000253967","AC022730.4",14005
"14006",8,70573442,"ENSG00000067167","TRAM1",14006
"14007",8,70608577,"ENSG00000246366","LACTB2-AS1",14007
"14008",8,70635318,"ENSG00000147592","LACTB2",14008
"14009",8,70669365,"ENSG00000221947","XKR9",14009
"14010",8,71155457,"ENSG00000254031","AC022858.1",14010
"14011",8,71197433,"ENSG00000104313","EYA1",14011
"14012",8,71675300,"ENSG00000254277","AC009446.1",14012
"14013",8,71779605,"ENSG00000253287","AC104012.1",14013
"14014",8,71828167,"ENSG00000235531","MSC-AS1",14014
"14015",8,71841549,"ENSG00000178860","MSC",14015
"14016",8,72019917,"ENSG00000104321","TRPA1",14016
"14017",8,72196334,"ENSG00000253317","AC078906.1",14017
"14018",8,72462311,"ENSG00000254347","AC011131.1",14018
"14019",8,72537391,"ENSG00000182674","KCNB2",14019
"14020",8,72874859,"ENSG00000253784","AC090735.1",14020
"14021",8,72947150,"ENSG00000260838","AC022893.2",14021
"14022",8,73008864,"ENSG00000147601","TERF1",14022
"14023",8,73042910,"ENSG00000272254","AC022893.3",14023
"14024",8,73052178,"ENSG00000253636","AC022893.1",14024
"14025",8,73064540,"ENSG00000164764","SBSPON",14025
"14026",8,73241329,"ENSG00000274443","C8orf89",14026
"14027",8,73290267,"ENSG00000147604","RPL7",14027
"14028",8,73294612,"ENSG00000121039","RDH10",14028
"14029",8,73297711,"ENSG00000250295","RDH10-AS1",14029
"14030",8,73358913,"ENSG00000253339","AC111149.2",14030
"14031",8,73368770,"ENSG00000253235","AC111149.1",14031
"14032",8,73420004,"ENSG00000253302","STAU2-AS1",14032
"14033",8,73420369,"ENSG00000040341","STAU2",14033
"14034",8,73670441,"ENSG00000254538","AC027018.1",14034
"14035",8,73688691,"ENSG00000258677","AC022826.2",14035
"14036",8,73780097,"ENSG00000104343","UBE2W",14036
"14037",8,73939169,"ENSG00000154582","ELOC",14037
"14038",8,73972437,"ENSG00000175606","TMEM70",14038
"14039",8,73991352,"ENSG00000154589","LY96",14039
"14040",8,74052340,"ENSG00000254288","AC087672.2",14040
"14041",8,74103516,"ENSG00000253115","AC087672.1",14041
"14042",8,74199396,"ENSG00000253983","AC087627.1",14042
"14043",8,74234700,"ENSG00000104369","JPH1",14043
"14044",8,74321130,"ENSG00000104381","GDAP1",14044
"14045",8,74347757,"ENSG00000253596","AC103952.1",14045
"14046",8,74599775,"ENSG00000254349","MIR2052HG",14046
"14047",8,74609698,"ENSG00000254080","AC115837.2",14047
"14048",8,74798784,"ENSG00000253706","AC011632.1",14048
"14049",8,74824537,"ENSG00000137558","PI15",14049
"14050",8,74891151,"ENSG00000254043","AC011632.2",14050
"14051",8,74984515,"ENSG00000121005","CRISPLD1",14051
"14052",8,75026428,"ENSG00000254238","AC100782.1",14052
"14053",8,75167704,"ENSG00000253712","AC022274.1",14053
"14054",8,75223404,"ENSG00000249395","CASC9",14054
"14055",8,75407914,"ENSG00000164749","HNF4G",14055
"14056",8,76403998,"ENSG00000270866","AC067773.1",14056
"14057",8,76404058,"ENSG00000271167","LINC01109",14057
"14058",8,76406654,"ENSG00000254300","LINC01111",14058
"14059",8,76491200,"ENSG00000253661","ZFHX4-AS1",14059
"14060",8,76681219,"ENSG00000091656","ZFHX4",14060
"14061",8,76904591,"ENSG00000253416","AC023200.1",14061
"14062",8,76980258,"ENSG00000164751","PEX2",14062
"14063",8,77399072,"ENSG00000254366","AC062004.1",14063
"14064",8,78148101,"ENSG00000254001","AC084706.1",14064
"14065",8,78426103,"ENSG00000254266","PKIA-AS1",14065
"14066",8,78516139,"ENSG00000171033","PKIA",14066
"14067",8,78666047,"ENSG00000104427","ZC2HC1A",14067
"14068",8,78675743,"ENSG00000104432","IL7",14068
"14069",8,78837529,"ENSG00000261618","AC083837.1",14069
"14070",8,79297717,"ENSG00000253659","AC138646.1",14070
"14071",8,79610814,"ENSG00000104435","STMN2",14071
"14072",8,79764010,"ENSG00000164683","HEY1",14072
"14073",8,79768142,"ENSG00000272138","LINC01607",14073
"14074",8,79769372,"ENSG00000249328","AC036214.1",14074
"14075",8,79918717,"ENSG00000147586","MRPS28",14075
"14076",8,79918860,"ENSG00000276418","AC036214.3",14076
"14077",8,80032724,"ENSG00000272264","AC009686.2",14077
"14078",8,80034745,"ENSG00000076554","TPD52",14078
"14079",8,80122852,"ENSG00000254205","AC009686.1",14079
"14080",8,80265927,"ENSG00000253238","AC034114.2",14080
"14081",8,80484561,"ENSG00000251867","AC009812.1",14081
"14082",8,80485619,"ENSG00000205189","ZBTB10",14082
"14083",8,80535006,"ENSG00000254162","AC009812.3",14083
"14084",8,80541300,"ENSG00000260317","AC009812.4",14084
"14085",8,80628451,"ENSG00000164684","ZNF704",14085
"14086",8,80967810,"ENSG00000076641","PAG1",14086
"14087",8,81036964,"ENSG00000254060","AC022778.1",14087
"14088",8,81058523,"ENSG00000254177","AC079209.2",14088
"14089",8,81154279,"ENSG00000253214","AC079209.1",14089
"14090",8,81275399,"ENSG00000272425","AC009902.3",14090
"14091",8,81279871,"ENSG00000254027","AC009902.2",14091
"14092",8,81280363,"ENSG00000164687","FABP5",14092
"14093",8,81439436,"ENSG00000253859","AC018616.1",14093
"14094",8,81440326,"ENSG00000147588","PMP2",14094
"14095",8,81458341,"ENSG00000205186","FABP9",14095
"14096",8,81478419,"ENSG00000170323","FABP4",14096
"14097",8,81521618,"ENSG00000253374","AC023644.1",14097
"14098",8,81524981,"ENSG00000197416","FABP12",14098
"14099",8,81657961,"ENSG00000133731","IMPA1",14099
"14100",8,81693607,"ENSG00000253598","SLC10A5",14100
"14101",8,81701334,"ENSG00000104231","ZFAND1",14101
"14102",8,81732434,"ENSG00000164695","CHMP4C",14102
"14103",8,81791823,"ENSG00000253334","AC132219.1",14103
"14104",8,81799581,"ENSG00000104497","SNX16",14104
"14105",8,81885377,"ENSG00000254689","LINC02235",14105
"14106",8,82098451,"ENSG00000254123","AC027701.1",14106
"14107",8,82514568,"ENSG00000253503","AC060765.1",14107
"14108",8,82862779,"ENSG00000253836","AC105031.2",14108
"14109",8,82912104,"ENSG00000254394","AC105031.3",14109
"14110",8,83403758,"ENSG00000253898","LINC01419",14110
"14111",8,83912713,"ENSG00000254202","AC015522.1",14111
"14112",8,84182787,"ENSG00000184672","RALYL",14112
"14113",8,85107147,"ENSG00000133739","LRRCC1",14113
"14114",8,85172077,"ENSG00000260493","AC011773.4",14114
"14115",8,85177225,"ENSG00000133740","E2F5",14115
"14116",8,85177522,"ENSG00000254208","AC011773.1",14116
"14117",8,85214076,"ENSG00000176731","C8orf59",14117
"14118",8,85220587,"ENSG00000185015","CA13",14118
"14119",8,85222446,"ENSG00000258256","AC011773.3",14119
"14120",8,85246295,"ENSG00000257962","AC011773.2",14120
"14121",8,85327608,"ENSG00000133742","CA1",14121
"14122",8,85373436,"ENSG00000164879","CA3",14122
"14123",8,85441851,"ENSG00000253549","CA3-AS1",14123
"14124",8,85463852,"ENSG00000104267","CA2",14124
"14125",8,85523899,"ENSG00000254380","AC093331.2",14125
"14126",8,85839705,"ENSG00000253154","AC100801.1",14126
"14127",8,85987323,"ENSG00000147614","ATP6V0D2",14127
"14128",8,86048373,"ENSG00000147613","PSKH2",14128
"14129",8,86098965,"ENSG00000253675","AC023194.3",14129
"14130",8,86180418,"ENSG00000253699","AC084128.1",14130
"14131",8,86214052,"ENSG00000164893","SLC7A13",14131
"14132",8,86342738,"ENSG00000123124","WWP1",14132
"14133",8,86468257,"ENSG00000176623","RMDN1",14133
"14134",8,86514427,"ENSG00000085719","CPNE3",14134
"14135",8,86553977,"ENSG00000170289","CNGB3",14135
"14136",8,86707547,"ENSG00000254115","AC090572.3",14136
"14137",8,86765935,"ENSG00000253778","AC090572.2",14137
"14138",8,86866442,"ENSG00000176571","CNBD1",14138
"14139",8,87540835,"ENSG00000253500","AF121898.1",14139
"14140",8,87870743,"ENSG00000176566","DCAF4L2",14140
"14141",8,87974165,"ENSG00000253171","AC037450.1",14141
"14142",8,88032009,"ENSG00000156103","MMP16",14142
"14143",8,88326836,"ENSG00000253553","AC090568.2",14143
"14144",8,88808318,"ENSG00000271156","AC090578.1",14144
"14145",8,89609409,"ENSG00000251136","AF117829.1",14145
"14146",8,89757747,"ENSG00000104312","RIPK2",14146
"14147",8,89901859,"ENSG00000164823","OSGIN2",14147
"14148",8,89933336,"ENSG00000104320","NBN",14148
"14149",8,90001405,"ENSG00000104325","DECR1",14149
"14150",8,90058608,"ENSG00000104327","CALB1",14150
"14151",8,90221488,"ENSG00000253394","LINC00534",14151
"14152",8,90534611,"ENSG00000254180","AB015752.1",14152
"14153",8,90592804,"ENSG00000253799","LINC01030",14153
"14154",8,90621995,"ENSG00000180694","TMEM64",14154
"14155",8,90646441,"ENSG00000246792","AC106038.1",14155
"14156",8,90791550,"ENSG00000123119","NECAB1",14156
"14157",8,90806474,"ENSG00000254251","AC103770.1",14157
"14158",8,90958637,"ENSG00000253250","C8orf88",14158
"14159",8,90993796,"ENSG00000155099","PIP4P2",14159
"14160",8,91016588,"ENSG00000253358","AC087439.1",14160
"14161",8,91059909,"ENSG00000253738","OTUD6B-AS1",14161
"14162",8,91070196,"ENSG00000155100","OTUD6B",14162
"14163",8,91101832,"ENSG00000214954","LRRC69",14163
"14164",8,91209494,"ENSG00000147606","SLC26A7",14164
"14165",8,91542924,"ENSG00000253901","AC103409.1",14165
"14166",8,91954967,"ENSG00000079102","RUNX1T1",14166
"14167",8,91975908,"ENSG00000253576","AF181450.1",14167
"14168",8,92403545,"ENSG00000253682","AC022695.2",14168
"14169",8,92420850,"ENSG00000253749","AC022695.3",14169
"14170",8,92500583,"ENSG00000253371","AC091096.1",14170
"14171",8,92565443,"ENSG00000253634","AC091096.2",14171
"14172",8,92668836,"ENSG00000253177","AC104211.2",14172
"14173",8,92723024,"ENSG00000254020","AC104211.4",14173
"14174",8,92765702,"ENSG00000253577","AC104211.3",14174
"14175",8,92882984,"ENSG00000253197","AC117834.1",14175
"14176",8,92883530,"ENSG00000205133","TRIQK",14176
"14177",8,93134095,"ENSG00000279847","C8orf87",14177
"14178",8,93213302,"ENSG00000246662","LINC00535",14178
"14179",8,93215925,"ENSG00000253960","AC016885.1",14179
"14180",8,93259667,"ENSG00000254089","AC016885.2",14180
"14181",8,93698561,"ENSG00000188343","FAM92A",14181
"14182",8,93715378,"ENSG00000271971","AC120053.1",14182
"14183",8,93719574,"ENSG00000253854","AC010834.3",14183
"14184",8,93729356,"ENSG00000183808","RBM12B",14184
"14185",8,93733216,"ENSG00000253722","AC010834.1",14185
"14186",8,93741193,"ENSG00000253848","AC010834.2",14186
"14187",8,93754844,"ENSG00000164953","TMEM67",14187
"14188",8,93834454,"ENSG00000254057","AC084346.1",14188
"14189",8,93857807,"ENSG00000164951","PDP1",14189
"14190",8,93915734,"ENSG00000264448","AC084346.2",14190
"14191",8,94097764,"ENSG00000253585","AP003351.1",14191
"14192",8,94127171,"ENSG00000079112","CDH17",14192
"14193",8,94249253,"ENSG00000164949","GEM",14193
"14194",8,94371960,"ENSG00000197275","RAD54B",14194
"14195",8,94372170,"ENSG00000265817","FSBP",14195
"14196",8,94487693,"ENSG00000164944","VIRMA",14196
"14197",8,94533628,"ENSG00000254315","AC023632.5",14197
"14198",8,94553722,"ENSG00000253704","AC023632.2",14198
"14199",8,94637285,"ENSG00000261437","AC108860.2",14199
"14200",8,94641074,"ENSG00000104413","ESRP1",14200
"14201",8,94719703,"ENSG00000156162","DPY19L4",14201
"14202",8,94791643,"ENSG00000254307","AP003692.1",14202
"14203",8,94813311,"ENSG00000164941","INTS8",14203
"14204",8,94879770,"ENSG00000175305","CCNE2",14204
"14205",8,94884609,"ENSG00000272509","AC087752.4",14205
"14206",8,94895767,"ENSG00000156170","NDUFAF6",14206
"14207",8,94925972,"ENSG00000164938","TP53INP1",14207
"14208",8,95066808,"ENSG00000245080","MIR3150BHG",14208
"14209",8,95071732,"ENSG00000254248","AC068189.1",14209
"14210",8,95133804,"ENSG00000175895","PLEKHF2",14210
"14211",8,95204456,"ENSG00000253773","C8orf37-AS1",14211
"14212",8,95207007,"ENSG00000253351","LINC01298",14212
"14213",8,95244919,"ENSG00000156172","C8orf37",14213
"14214",8,95505406,"ENSG00000253872","AC083836.1",14214
"14215",8,95986108,"ENSG00000248762","AC012339.1",14215
"14216",8,96140572,"ENSG00000270131","AP003465.2",14216
"14217",8,96142330,"ENSG00000156466","GDF6",14217
"14218",8,96225920,"ENSG00000156467","UQCRB",14218
"14219",8,96235427,"ENSG00000254224","AP003465.1",14219
"14220",8,96239398,"ENSG00000156469","MTERF3",14220
"14221",8,96261715,"ENSG00000156471","PTDSS1",14221
"14222",8,96371865,"ENSG00000253105","AP003548.1",14222
"14223",8,96493351,"ENSG00000169439","SDC2",14223
"14224",8,96645227,"ENSG00000104324","CPQ",14224
"14225",8,97132835,"ENSG00000272249","AP003117.2",14225
"14226",8,97241742,"ENSG00000260640","AP003115.1",14226
"14227",8,97273474,"ENSG00000180543","TSPYL5",14227
"14228",8,97644179,"ENSG00000147649","MTDH",14228
"14229",8,97775057,"ENSG00000104341","LAPTM4B",14229
"14230",8,97868840,"ENSG00000132561","MATN2",14230
"14231",8,98024851,"ENSG00000156482","RPL30",14231
"14232",8,98041726,"ENSG00000245970","AP003352.1",14232
"14233",8,98064311,"ENSG00000177459","ERICH5",14233
"14234",8,98102344,"ENSG00000132541","RIDA",14234
"14235",8,98117297,"ENSG00000104356","POP1",14235
"14236",8,98189833,"ENSG00000104361","NIPAL2",14236
"14237",8,98371355,"ENSG00000254267","AP003438.1",14237
"14238",8,98401403,"ENSG00000104375","STK3",14238
"14239",8,98427022,"ENSG00000156486","KCNS2",14239
"14240",8,98436669,"ENSG00000272321","AP003355.2",14240
"14241",8,98603253,"ENSG00000253911","AP003467.1",14241
"14242",8,98943595,"ENSG00000271930","AC016877.3",14242
"14243",8,98944403,"ENSG00000164920","OSR2",14243
"14244",8,98961428,"ENSG00000229625","AC016877.1",14244
"14245",8,98996763,"ENSG00000253948","AC104986.2",14245
"14246",8,99013266,"ENSG00000132549","VPS13B",14246
"14247",8,99091738,"ENSG00000253562","AC107909.2",14247
"14248",8,99796615,"ENSG00000253539","AC018442.2",14248
"14249",8,99873200,"ENSG00000164919","COX6C",14249
"14250",8,99960936,"ENSG00000132554","RGS22",14250
"14251",8,100133360,"ENSG00000156509","FBXO43",14251
"14252",8,100150584,"ENSG00000147669","POLR2K",14252
"14253",8,100157906,"ENSG00000104450","SPAG1",14253
"14254",8,100257060,"ENSG00000034677","RNF19A",14254
"14255",8,100337595,"ENSG00000253217","AP001574.1",14255
"14256",8,100381260,"ENSG00000253824","AP003472.1",14256
