Gene,fullName,Annotation
Foxf2,forkhead box F2,C15vsW15
Foxm1,forkhead box M1; RIKEN cDNA 4,C15vsW15
Foxp1,forkhead box P1,C15vsW15
Foxp2,forkhead box P2,C15vsW15
Foxp4,forkhead box P4,C15vsW15
Gata3,GATA binding protein 3,C15vsW15
Gata6,GATA binding protein 6,C15vsW15
Gli1,GLI-Kruppel family member GLI1,C15vsW15
Gli2,GLI-Kruppel family member GLI2,C15vsW15
Gm98,predicted gene 98,C15vsW15
Grhl2,grainyhead-like 2 (Drosophila),C15vsW15
Hand1,heart and neural crest derivative,C15vsW15
Hes1,hairy and enhancer of split 1 (Dr,C15vsW15
Hhex,hematopoietically expressed ho,C15vsW15
Hif3a,"hypoxia inducible factor 3, alpha",C15vsW15
Hlx,H2.0-like homeobox,C15vsW15
Hnf4g,"hepatocyte nuclear factor 4, gam",C15vsW15
Hoxa11,homeo box A11,C15vsW15
Hoxa9,homeo box A9,C15vsW15
Hoxc10,homeo box C10,C15vsW15
Hoxc6,homeo box C6,C15vsW15
Hoxc8,homeo box C8,C15vsW15
Hoxc9,homeo box C9,C15vsW15
Hoxd10,homeo box D10,C15vsW15
Hoxd11,homeo box D11,C15vsW15
Hoxd8,homeo box D8,C15vsW15
Hoxd9,homeo box D9,C15vsW15
Ikzf1,IKAROS family zinc finger 1,C15vsW15
Irf1,interferon regulatory factor 1,C15vsW15
Isl1,"ISL1 transcription factor, LIM/ho",C15vsW15
Isx,intestine specific homeobox,C15vsW15
Jdp2,Jun dimerization protein 2,C15vsW15
Junb,Jun-B oncogene,C15vsW15
Klf12,Kruppel-like factor 12,C15vsW15
Klf2,Kruppel-like factor 2 (lung),C15vsW15
Klf4,Kruppel-like factor 4 (gut),C15vsW15
Klf5,Kruppel-like factor 5,C15vsW15
Maf,similar to c-Maf long form; avian,C15vsW15
Maff,v-maf musculoaponeurotic fibro,C15vsW15
Mef2a,similar to Myocyte enhancer fac,C15vsW15
Meis2,Meis homeobox 2,C15vsW15
Meox2,mesenchyme homeobox 2,C15vsW15
Mkx,mohawk homeobox,C15vsW15
Neurod1,neurogenic differentiation 1; neu,C15vsW15
Neurog3,neurogenin 3,C15vsW15
Nfat5,nuclear factor of activated T-cell,C15vsW15
Nfatc1,nuclear factor of activated T-cell,C15vsW15
Nfatc3,nuclear factor of activated T-cell,C15vsW15
Nfatc4,nuclear factor of activated T-cell,C15vsW15
Nfe2l2,"nuclear factor, erythroid derived",C15vsW15
Nfia,nuclear factor I/A,C15vsW15
Nfib,nuclear factor I/B,C15vsW15
Nfic,nuclear factor I/C,C15vsW15
Nfix,nuclear factor I/X,C15vsW15
Nfkb1,nuclear factor of kappa light poly,C15vsW15
Nkx2-3,"NK2 transcription factor related,",C15vsW15
Nkx6-1,NK6 homeobox 1,C15vsW15
Npas3,neuronal PAS domain protein 3,C15vsW15
Nr1h4,"nuclear receptor subfamily 1, gro",C15vsW15
Nr2f1,"nuclear receptor subfamily 2, gro",C15vsW15
Nr2f2,similar to COUP-TFI; nuclear rece,C15vsW15
Nr3c1,"nuclear receptor subfamily 3, gro",C15vsW15
Nr4a1,"nuclear receptor subfamily 4, gro",C15vsW15
Nr5a2,"nuclear receptor subfamily 5, gro",C15vsW15
Pbx1,pre B-cell leukemia transcription,C15vsW15
Per1,period homolog 1 (Drosophila),C15vsW15
Pitx1,paired-like homeodomain transc,C15vsW15
Pitx2,paired-like homeodomain transc,C15vsW15
Pknox2,Pbx/knotted 1 homeobox 2,C15vsW15
Plagl1,pleiomorphic adenoma gene-like,C15vsW15
Pparg,peroxisome proliferator activate,C15vsW15
Preb,prolactin regulatory element bin,C15vsW15
Prrx1,paired related homeobox 1,C15vsW15
Purb,purine rich element binding prot,C15vsW15
Rbpj,recombination signal binding pro,C15vsW15
Rel,reticuloendotheliosis oncogene,C15vsW15
Rest,RE1-silencing transcription facto,C15vsW15
Rex2,hypothetical protein LOC100048,C15vsW15
Rora,RAR-related orphan receptor alp,C15vsW15
Rorc,RAR-related orphan receptor ga,C15vsW15
Runx1,runt related transcription factor,C15vsW15
Runx1t1,runt-related transcription factor,C15vsW15
Runx3,runt related transcription factor,C15vsW15
Rxra,retinoid X receptor alpha; similar,C15vsW15
Sfpi1,SFFV proviral integration 1,C15vsW15
Six2,similar to Homeobox protein SIX,C15vsW15
Six5,sine oculis-related homeobox 5 h,C15vsW15
Smad3,MAD homolog 3 (Drosophila),C15vsW15
Smad7,MAD homolog 7 (Drosophila),C15vsW15
Sox18,SRY-box containing gene 18,C15vsW15
Sox9,SRY-box containing gene 9,C15vsW15
Sp1,trans-acting transcription factor,C15vsW15
Spic,Spi-C transcription factor (Spi-1/,C15vsW15
Srf,serum response factor,C15vsW15
Stat1,signal transducer and activator o,C15vsW15
Stat4,signal transducer and activator o,C15vsW15
Stat6,signal transducer and activator o,C15vsW15
Tcf21,transcription factor 21,C15vsW15
Tcf3,transcription factor E2a,C15vsW15
Tcf7,"transcription factor 7, T-cell spec",C15vsW15
Tead1,TEA domain family member 1,C15vsW15
Tead3,TEA domain family member 3,C15vsW15
Tgif1,TGFB-induced factor homeobox,C15vsW15
Trp53,transformation related protein 5,C15vsW15
Trps1,trichorhinophalangeal syndrome,C15vsW15
Tshz2,teashirt zinc finger family memb,C15vsW15
Twist1,twist homolog 1 (Drosophila),C15vsW15
Twist2,twist homolog 2 (Drosophila),C15vsW15
Wt1,similar to Wilms tumor homolog,C15vsW15
Xbp1,X-box binding protein 1,C15vsW15
Zbtb7b,similar to Zinc finger and BTB do,C15vsW15
Zfp449,zinc finger protein 449,C15vsW15
Zfp568,zinc finger protein 568,C15vsW15
Zfp595,zinc finger protein 595,C15vsW15
Zfp607,zinc finger proten 607,C15vsW15
Zfp69,zinc finger protein 69,C15vsW15
Zfp809,zinc finger protein 809,C15vsW15
Zfp820,hypothetical protein LOC100044,C15vsW15
Zim1,"zinc finger, imprinted 1",C15vsW15
5730507C01,RIKEN cDNA 5730507C01 gene; p ,C11vsS11
Barx1,BarH-like homeobox 1,C11vsS11
Bhlhe41,"basic helix-loop-helix family, mem",C11vsS11
Creb3l2,cAMP responsive element binding,C11vsS11
Cux2,cut-like homeobox 2,C11vsS11
Ebf1,early B-cell factor 1,C11vsS11
Epas1,endothelial PAS domain protein 1 ,C11vsS11
Erg,avian erythroblastosis virus E-26 (,C11vsS11
Esrrg,estrogen-related receptor gamma,C11vsS11
Ets2,"E26 avian leukemia oncogene 2, 3",C11vsS11
Fli1,Friend leukemia integration 1,C11vsS11
Foxc1,forkhead box C1,C11vsS11
Foxc2,forkhead box C2,C11vsS11
Foxd1,forkhead box D1,C11vsS11
Foxf1a,forkhead box F1a,C11vsS11
Foxf2,forkhead box F2,C11vsS11
Foxp1,forkhead box P1,C11vsS11
Foxp2,forkhead box P2,C11vsS11
Foxp4,forkhead box P4,C11vsS11
Foxq1,forkhead box Q1,C11vsS11
Gata1,GATA binding protein 1,C11vsS11
Gata4,GATA binding protein 4,C11vsS11
Gata5,GATA binding protein 5,C11vsS11
Gata6,GATA binding protein 6,C11vsS11
Gli1,GLI-Kruppel family member GLI1 ,C11vsS11
Gli2,GLI-Kruppel family member GLI2 ,C11vsS11
Gm98,predicted gene 98,C11vsS11
Hand1,heart and neural crest derivatives ,C11vsS11
Hhex,hematopoietically expressed hom,C11vsS11
Hif3a,"hypoxia inducible factor 3, alpha s",C11vsS11
Hlf,hepatic leukemia factor,C11vsS11
Hlx,H2.0-like homeobox,C11vsS11
Hoxa11,homeo box A11,C11vsS11
Hoxa4,homeo box A4,C11vsS11
Hoxa5,homeo box A5,C11vsS11
Hoxa6,homeo box A6,C11vsS11
Hoxa7,homeo box A7,C11vsS11
Hoxa9,homeo box A9,C11vsS11
Hoxb6,homeo box B6,C11vsS11
Hoxb8,homeo box B8,C11vsS11
Hoxc10,homeo box C10,C11vsS11
Hoxc4,homeo box C4,C11vsS11
Hoxc5,homeo box C5,C11vsS11
Hoxc6,homeo box C6,C11vsS11
Hoxc8,homeo box C8,C11vsS11
Hoxc9,homeo box C9,C11vsS11
Hoxd10,homeo box D10,C11vsS11
Hoxd11,homeo box D11,C11vsS11
Hoxd8,homeo box D8,C11vsS11
Hoxd9,homeo box D9,C11vsS11
Ikzf1,IKAROS family zinc finger 1,C11vsS11
Isl1,"ISL1 transcription factor, LIM/hom",C11vsS11
Klf1,Kruppel-like factor 1 (erythroid),C11vsS11
Klf12,Kruppel-like factor 12,C11vsS11
Klf2,Kruppel-like factor 2 (lung),C11vsS11
Lhx9,LIM homeobox protein 9,C11vsS11
Maf,similar to c-Maf long form; avian ,C11vsS11
Mafb,v-maf musculoaponeurotic fibros ,C11vsS11
Meis1,Meis homeobox 1,C11vsS11
Meis2,Meis homeobox 2,C11vsS11
Meox1,mesenchyme homeobox 1,C11vsS11
Meox2,mesenchyme homeobox 2,C11vsS11
Myb,myeloblastosis oncogene,C11vsS11
Nfatc4,nuclear factor of activated T-cells ,C11vsS11
Nfe2,"nuclear factor, erythroid derived ",C11vsS11
Nfia,nuclear factor I/A,C11vsS11
Nfib,nuclear factor I/B,C11vsS11
Nfix,nuclear factor I/X,C11vsS11
Nkx6-1,NK6 homeobox 1,C11vsS11
Nr1h5,"nuclear receptor subfamily 1, gro ",C11vsS11
Nr2f1,"nuclear receptor subfamily 2, gro ",C11vsS11
Nr2f2,similar to COUP-TFI; nuclear rece ,C11vsS11
Pbx1,pre B-cell leukemia transcription ,C11vsS11
Pbx3,similar to PBX3a; pre B-cell leuke ,C11vsS11
Pitx2,paired-like homeodomain transcr ,C11vsS11
Plagl1,pleiomorphic adenoma gene-like ,C11vsS11
Prrx1,paired related homeobox 1,C11vsS11
Rhox6,reproductive homeobox 6,C11vsS11
Runx1,runt related transcription factor 1,C11vsS11
Runx1t1,runt-related transcription factor 1,C11vsS11
Sfpi1,SFFV proviral integration 1,C11vsS11
Six2,similar to Homeobox protein SIX2 ,C11vsS11
Smad5,MAD homolog 5 (Drosophila),C11vsS11
Smad7,MAD homolog 7 (Drosophila),C11vsS11
Tbx4,T-box 4,C11vsS11
Tbx5,T-box 5,C11vsS11
Tcf21,transcription factor 21,C11vsS11
Tead3,TEA domain family member 3,C11vsS11
Tfdp2,transcription factor Dp 2,C11vsS11
Trps1,trichorhinophalangeal syndrome ,C11vsS11
Tshz2,teashirt zinc finger family membe ,C11vsS11
Tshz3,teashirt zinc finger family membe ,C11vsS11
Twist1,twist homolog 1 (Drosophila),C11vsS11
Twist2,twist homolog 2 (Drosophila),C11vsS11
Wt1,similar to Wilms tumor homolog; ,C11vsS11
Zfhx3,zinc finger homeobox 3,C11vsS11
Zfhx4,zinc finger homeodomain 4,C11vsS11
Zfp57,zinc finger protein 57,C11vsS11
Zfp936,RIKEN cDNA I1C0022H11,C11vsS11
Zim1,"zinc finger, imprinted 1",C11vsS11
Ahr,aryl-hydrocarbon receptor,C15vsS15
Arap1,"ArfGAP with RhoGAP domain, an",C15vsS15
Atf3,activating transcription factor 3,C15vsS15
Atf7,activating transcription factor 7,C15vsS15
Barx1,BarH-like homeobox 1,C15vsS15
Bcl6b,"B-cell CLL/lymphoma 6, member",C15vsS15
Bhlhe40,"basic helix-loop-helix family, me",C15vsS15
Bhlhe41,"basic helix-loop-helix family, me",C15vsS15
Cdx2,caudal type homeo box 2,C15vsS15
Cebpb,CCAAT/enhancer binding protein,C15vsS15
Creb3l1,cAMP responsive element bindin,C15vsS15
Creb3l2,cAMP responsive element bindin,C15vsS15
Csrnp1,cysteine-serine-rich nuclear prot,C15vsS15
E2f8,E2F transcription factor 8,C15vsS15
Ebf1,early B-cell factor 1,C15vsS15
Elf1,E74-like factor 1,C15vsS15
Elk3,"ELK3, member of ETS oncogene",C15vsS15
Epas1,endothelial PAS domain protein,C15vsS15
Erg,avian erythroblastosis virus E-26,C15vsS15
Ets2,"E26 avian leukemia oncogene 2,",C15vsS15
Etv6,ets variant gene 6 (TEL oncogene,C15vsS15
Fli1,Friend leukemia integration 1,C15vsS15
Fosl2,similar to fos-like antigen 2; fos-l,C15vsS15
Foxa1,forkhead box A1; similar to Hepa,C15vsS15
Foxa3,forkhead box A3,C15vsS15
Foxc2,forkhead box C2,C15vsS15
Foxf1a,forkhead box F1a,C15vsS15
Foxf2,forkhead box F2,C15vsS15
Foxp1,forkhead box P1,C15vsS15
Foxp2,forkhead box P2,C15vsS15
Foxp4,forkhead box P4,C15vsS15
Gata3,GATA binding protein 3,C15vsS15
Gata6,GATA binding protein 6,C15vsS15
Gli1,GLI-Kruppel family member GLI1,C15vsS15
Gli2,GLI-Kruppel family member GLI2,C15vsS15
Gm98,predicted gene 98,C15vsS15
Grhl2,grainyhead-like 2 (Drosophila),C15vsS15
Hand1,heart and neural crest derivative,C15vsS15
Hhex,hematopoietically expressed ho,C15vsS15
Hif3a,"hypoxia inducible factor 3, alpha",C15vsS15
Hlx,H2.0-like homeobox,C15vsS15
Hnf4g,"hepatocyte nuclear factor 4, gam",C15vsS15
Hoxa11,homeo box A11,C15vsS15
Hoxa9,homeo box A9,C15vsS15
Hoxc10,homeo box C10,C15vsS15
Hoxc6,homeo box C6,C15vsS15
Hoxc8,homeo box C8,C15vsS15
Hoxc9,homeo box C9,C15vsS15
Hoxd10,homeo box D10,C15vsS15
Hoxd11,homeo box D11,C15vsS15
Hoxd8,homeo box D8,C15vsS15
Hoxd9,homeo box D9,C15vsS15
Ikzf1,IKAROS family zinc finger 1,C15vsS15
Irf1,interferon regulatory factor 1,C15vsS15
Isl1,"ISL1 transcription factor, LIM/ho",C15vsS15
Isx,intestine specific homeobox,C15vsS15
Jdp2,Jun dimerization protein 2,C15vsS15
Klf12,Kruppel-like factor 12,C15vsS15
Klf5,Kruppel-like factor 5,C15vsS15
Maf,similar to c-Maf long form; avian,C15vsS15
Mafb,v-maf musculoaponeurotic fibro,C15vsS15
Maff,v-maf musculoaponeurotic fibro,C15vsS15
Mef2a,similar to Myocyte enhancer fac,C15vsS15
Meis1,Meis homeobox 1,C15vsS15
Meis2,Meis homeobox 2,C15vsS15
Meox2,mesenchyme homeobox 2,C15vsS15
Mkx,mohawk homeobox,C15vsS15
Neurod1,neurogenic differentiation 1; neu,C15vsS15
Neurog3,neurogenin 3,C15vsS15
Nfat5,nuclear factor of activated T-cell,C15vsS15
Nfatc4,nuclear factor of activated T-cell,C15vsS15
Nfe2l2,"nuclear factor, erythroid derived",C15vsS15
fNfia,nuclear factor I/A,C15vsS15
Nfib,nuclear factor I/B,C15vsS15
Nfic,nuclear factor I/C,C15vsS15
Nfix,nuclear factor I/X,C15vsS15
Nfkb1,nuclear factor of kappa light poly,C15vsS15
Nkx2-3,"NK2 transcription factor related,",C15vsS15
Nkx6-1,NK6 homeobox 1,C15vsS15
Nr1h4,"nuclear receptor subfamily 1, gro",C15vsS15
Nr2f1,"nuclear receptor subfamily 2, gro",C15vsS15
Nr2f2,similar to COUP-TFI; nuclear rece,C15vsS15
Nr3c1,"nuclear receptor subfamily 3, gro",C15vsS15
Nr4a1,"nuclear receptor subfamily 4, gro",C15vsS15
Nr5a2,"nuclear receptor subfamily 5, gro",C15vsS15
Pbx1,pre B-cell leukemia transcription,C15vsS15
Per1,period homolog 1 (Drosophila),C15vsS15
Pitx1,paired-like homeodomain transc,C15vsS15
Pitx2,paired-like homeodomain transc,C15vsS15
Plagl1,pleiomorphic adenoma gene-like,C15vsS15
Pparg,peroxisome proliferator activate,C15vsS15
Prrx1,paired related homeobox 1,C15vsS15
Purb,purine rich element binding prot,C15vsS15
Rel,reticuloendotheliosis oncogene,C15vsS15
Rest,RE1-silencing transcription facto,C15vsS15
Rora,RAR-related orphan receptor alp,C15vsS15
Rorc,RAR-related orphan receptor ga,C15vsS15
Rsl1,regulator of sex limited protein 1,C15vsS15
gene; si Runx1,runt related transcription factor,C15vsS15
Runx1t1,runt-related transcription factor,C15vsS15
Runx3,runt related transcription factor,C15vsS15
Sfpi1,SFFV proviral integration 1,C15vsS15
Six2,similar to Homeobox protein SIX,C15vsS15
Smad7,MAD homolog 7 (Drosophila),C15vsS15
Sox18,SRY-box containing gene 18,C15vsS15
Sp1,trans-acting transcription factor,C15vsS15
Spic,Spi-C transcription factor (Spi-1/,C15vsS15
Srf,serum response factor,C15vsS15
Stat1,signal transducer and activator o,C15vsS15
Stat4,signal transducer and activator o,C15vsS15
Stat5b,signal transducer and activator o,C15vsS15
Stat6,signal transducer and activator o,C15vsS15
Tbx5,T-box 5,C15vsS15
Tcf21,transcription factor 21,C15vsS15
Tcf3,transcription factor E2a,C15vsS15
Tcf7,"transcription factor 7, T-cell spec",C15vsS15
Tead1,TEA domain family member 1,C15vsS15
Tead3,TEA domain family member 3,C15vsS15
Thra,thyroid hormone receptor alpha,C15vsS15
Trps1,trichorhinophalangeal syndrome,C15vsS15
Tshz2,teashirt zinc finger family memb,C15vsS15
Twist1,twist homolog 1 (Drosophila),C15vsS15
Twist2,twist homolog 2 (Drosophila),C15vsS15
Wt1,similar to Wilms tumor homolog,C15vsS15
Xbp1,X-box binding protein 1,C15vsS15
Zbtb7b,similar to Zinc finger and BTB do,C15vsS15
Zfp449,zinc finger protein 449,C15vsS15
Zfp52,hypothetical protein LOC100044,C15vsS15
Zfp568,zinc finger protein 568,C15vsS15
Zfp595,zinc finger protein 595,C15vsS15
Zfp607,zinc finger proten 607,C15vsS15
Zfp809,zinc finger protein 809,C15vsS15
Zfp9,zinc finger protein 9,C15vsS15
Zim1,"zinc finger, imprinted 1",C15vsS15
